Lkm,d100,d90,d80,d70,d60,d50
2750,0.427579186282478,0.4379961671112,0.434736386131547,0.435933527892161,0.429911257346087,0.424540787884167
2760,0.439639641538609,0.431222576917483,0.439573551543347,0.437085180811426,0.441747772467814,0.425795698269845
2770,0.431215723025311,0.434452152763311,0.430864058797553,0.436927333042852,0.438335883700885,0.427217878053328
2780,0.435544568163278,0.425058062346894,0.430346340558567,0.437460410273,0.433065231298661,0.429823141361273
2790,0.434490076025872,0.436158824484132,0.429539470361906,0.439668013300359,0.433125727966653,0.424390517270601
2800,0.426136446449922,0.43797497106806,0.43996428139377,0.434820316738653,0.43720034966551,0.426704696986521
2810,0.432057624197624,0.43424962626578,0.431162652549315,0.434021516063153,0.430453487575747,0.42983409552339
2820,0.426774774322691,0.426338932826386,0.436963800456427,0.434931743089591,0.432362868481854,0.425574731780772
2830,0.438793491012969,0.430934054618424,0.440605041380077,0.432886350752531,0.440377612295928,0.433515753954224
2840,0.431634271317844,0.444190227054288,0.434929681993385,0.428873789294311,0.439935224991886,0.425123802766976
2850,0.441111080564782,0.432998797684177,0.435155138283317,0.433128141098939,0.436577718663656,0.423912607791182
2860,0.436931634815895,0.433426498833743,0.439627412755945,0.431488593938912,0.435041697910109,0.433241049610696
2870,0.440152916859972,0.443241124686816,0.434991260406134,0.443886013715786,0.443371557343548,0.427035633766548
2880,0.435812123515087,0.437806962510913,0.432907555284774,0.435772083927128,0.438906364544378,0.430333839863025
2890,0.433809743838479,0.447730351585532,0.433946927149045,0.435631072803029,0.439723536465305,0.434399317702099
2900,0.434366768194368,0.434764552211501,0.437985711562708,0.431620078738109,0.435976309037914,0.42930905716025
2910,0.433309242912685,0.433169310861722,0.433821803383633,0.436077270508647,0.430156937545538,0.425371368049143
2920,0.42626730740435,0.42879067018225,0.440061319402682,0.433123574293092,0.43450607629588,0.426001089711586
2930,0.437110723098083,0.440888412944824,0.443596537983238,0.432487743970125,0.435964630632203,0.428022327036978
2940,0.435901873131666,0.438945978115963,0.43513164631331,0.440583965087343,0.430455274065565,0.427734311706855
2950,0.433674811833153,0.431803408533884,0.434131764543606,0.440480692519498,0.435420802161727,0.432105049716093
2960,0.42511025146246,0.440509404768524,0.4377651266685,0.434581151488432,0.437298132857147,0.426295236467414
2970,0.431431440454768,0.432933403501265,0.437948716388186,0.433684570900349,0.433891082724372,0.424273103106282
2980,0.432039150269868,0.438889457880634,0.431346364340948,0.442634777749098,0.431541536877359,0.429130129024137
2990,0.435715024168468,0.434640452851065,0.435398140685469,0.432691369871741,0.437254062093641,0.431053534244428
3000,0.431004361948283,0.432669104575723,0.440568797280768,0.431060873298738,0.439937423102563,0.428217767320803
