Lkm,d100,d90,d80,d70,d60,d50
920,0.43186845095497,0.43244833851617,0.436285736091162,0.429054534890856,0.434416361002673,0.429777290731148
930,0.427075269083164,0.430623712853731,0.430601885420918,0.43912152541171,0.433659873759092,0.429554632796016
940,0.431689248465032,0.424905613398215,0.439140851272163,0.430336156170853,0.424308499068196,0.429867581825685
950,0.429043514147521,0.432826276331673,0.4252901376835,0.42808369372051,0.432179926084146,0.427269703415846
960,0.430031935505805,0.434978407947964,0.434568163462527,0.428403925096189,0.433688730924543,0.429789083409609
970,0.434987599786864,0.429646132456617,0.433434055727199,0.437699905899244,0.426263987659985,0.423418897960435
980,0.438310350822642,0.425085756431107,0.432828581821527,0.434921137602773,0.421730764711197,0.425985958757541
990,0.434713243852826,0.436574647976326,0.431625762830324,0.436671646444782,0.436767985455467,0.425150043656096
1000,0.430257421815683,0.430291610304231,0.439044661724235,0.42644283729293,0.432529941161239,0.430426314584956
1010,0.437623041364136,0.436716859699974,0.430046674641433,0.425758478960251,0.426606088414913,0.426223000811833
1020,0.428103170820198,0.434318746509474,0.431359094921972,0.430670096623243,0.43350720555615,0.424455780570625
1030,0.430928914372452,0.431140735413598,0.428869908451108,0.426426896741023,0.431340190165938,0.420750662956045
1040,0.434276197407411,0.431590126509196,0.431799678586982,0.431186978439617,0.429316295320779,0.433413452519495
1050,0.425249456802925,0.432066871009727,0.432946347997344,0.429569484487418,0.429482378067961,0.42635440803575
1060,0.43496705856355,0.425246729830764,0.435290602084351,0.431178992047967,0.426763914485477,0.422804390027444
1070,0.426938677077704,0.432529165725538,0.430341804250306,0.437382037040462,0.433586064934401,0.425782145411685
1080,0.437626999025375,0.431785324780961,0.433629967524325,0.434757304906667,0.436581737911563,0.425495520226976
1090,0.430355657420591,0.431656532762524,0.434942473417421,0.42737125735693,0.434702523743296,0.421880871417075
1100,0.432928747347011,0.427100674582196,0.441486850362955,0.429045486207974,0.433112846481803,0.428683687186651
1110,0.432648110428976,0.43296398594742,0.432410706011541,0.432523979448101,0.429086542333614,0.424913656488724
1120,0.435505976640394,0.440619847829169,0.43293183998617,0.429125537108093,0.427362409107591,0.430652583940176
1130,0.429609110856625,0.439205702910897,0.431588461050844,0.432016502441144,0.42743092626836,0.432500825839469
1140,0.431928472937822,0.430359420904403,0.425841677051677,0.432858497465419,0.429371147932437,0.430141258405471
1150,0.425686546922869,0.43814176344859,0.426924892235506,0.428716320584673,0.43309405184346,0.425975402973872
1160,0.431197508414983,0.43158169267273,0.436428174493761,0.437027082987091,0.439274098492891,0.423100138410795
1170,0.427197275511585,0.430296224019228,0.437479266618219,0.423957984861592,0.43166558751931,0.421473610358989
1180,0.435013586106714,0.426964960594356,0.434334630488855,0.430217881786872,0.436458939405575,0.42356174734264
1190,0.430014965234925,0.428432303856559,0.431949115783843,0.426654387312449,0.431549258009688,0.419028790777249
1200,0.431701070138641,0.434113831506328,0.427536074367138,0.433837396312881,0.431769230071917,0.428817585209196
1210,0.426576065722366,0.433192059958411,0.440238946840034,0.431673220489008,0.432015054496842,0.427756420675001
1220,0.429140946884761,0.422051900166861,0.429750213880557,0.430636077068684,0.428317992071023,0.423473164628331
1230,0.426632146424417,0.424375666850145,0.426751062411148,0.436185514387953,0.435220835994972,0.421611007776315
1240,0.43505695398245,0.434395361765206,0.435852861148837,0.43263712134469,0.430518922774736,0.428931426349036
1250,0.435517213058873,0.432386407362669,0.434713507908242,0.430363271320687,0.430879697235349,0.426025894360823
1260,0.435609537031234,0.440342384267796,0.43476087131975,0.427907430650482,0.433432950755925,0.431433173546498
1270,0.438144753671887,0.431543519473367,0.43146163050342,0.42805489599801,0.433214337982422,0.426336252619858
1280,0.438368951494321,0.431441356462334,0.433750111613161,0.441394136361658,0.43232604267352,0.420908795244567
1290,0.437011014619094,0.432317605923128,0.428686177896154,0.433194235317206,0.43282421358374,0.423675425879531
1300,0.430974953304035,0.434061964436428,0.434046958208823,0.431205498201475,0.431353682966248,0.424195125658745
1310,0.430872859023199,0.434422517619249,0.437561082045208,0.428128278133994,0.432737414666294,0.426558659406674
1320,0.438452789411472,0.435740351674715,0.437631959516924,0.43186913762058,0.431134995871346,0.422169515944858
1330,0.437579163762937,0.435121786877366,0.435741752881253,0.440356707627845,0.431672666846822,0.430186598852325
1340,0.432566286283513,0.431436883926164,0.431290854978813,0.433413051543505,0.440429777536934,0.419824181312442
1350,0.435204585678291,0.433526841146983,0.439299207002735,0.435225507355255,0.43196419094012,0.430347719134957
1360,0.43195740230041,0.432829639323931,0.425651827512727,0.441103289718025,0.435329973743278,0.422439372061027
1370,0.434593518506813,0.429189593062685,0.429121010477624,0.432770951795911,0.437257562691526,0.425887940619982
1380,0.433846820838317,0.429360886376811,0.432210093022452,0.427154979517153,0.433399770671759,0.419760657604004
1390,0.435888181301338,0.43301353224528,0.43753487094047,0.427641951704391,0.437792921340589,0.425678280324226
1400,0.439001451469962,0.437345717239635,0.433390923947314,0.430454329445628,0.431236434749804,0.430600664328049
1410,0.432990446861593,0.432954150444129,0.435331497733876,0.434392338857733,0.435455864595597,0.426154083015149
1420,0.4332547170498,0.42652859191173,0.435594254308594,0.435595636332328,0.427858935111686,0.422987780325995
1430,0.43506335109811,0.436123857366538,0.42911893836563,0.430617100704906,0.436180299522085,0.426899524000706
1440,0.43801087198912,0.433063869532594,0.436701982219672,0.434742018646422,0.437235406576736,0.427556346401713
1450,0.430943498938013,0.426949062111903,0.435239614228773,0.427294983618368,0.433422143322656,0.424739567460083
1460,0.435665054121229,0.428994689045037,0.430921500546894,0.436900084357297,0.438480107859892,0.428710046142509
1470,0.438476229464971,0.430175198995882,0.433151712402939,0.434969353656853,0.433864268494022,0.418591593368411
1480,0.435477592745235,0.435733415729008,0.429512758965099,0.428792474507009,0.438274434482209,0.423795520714312
1490,0.433104997598041,0.431781117462955,0.440046889505468,0.424182952875632,0.432615017082076,0.430555009431243
1500,0.439332767129546,0.438843760557184,0.433278566343325,0.433739757389387,0.436008196942285,0.421957563652235
1510,0.436149550643584,0.433290863857575,0.433514233559602,0.42369061164671,0.42689726679477,0.428796846438578
1520,0.438410009643582,0.436915504618187,0.434117070386607,0.42646647392373,0.42938648472468,0.423919051087586
1530,0.436524150173992,0.435760593593862,0.430293108450454,0.440503141989032,0.436324075507669,0.431948368378732
1540,0.433258642070534,0.435692394636711,0.434587325097601,0.429213943318465,0.436848987009443,0.430393449135872
1550,0.428835680373164,0.435840189665283,0.435019406511776,0.433360731987083,0.433564922567467,0.430419342904321
1560,0.429662282769231,0.439862500735225,0.439442769146197,0.432966969010002,0.437041499113072,0.43193161003633
1570,0.428217743503752,0.435567274490882,0.437200543988673,0.426648383046553,0.430487179631883,0.430773527944447
1580,0.433725325505624,0.434077195320058,0.431123818480602,0.436463774652177,0.4301835713828,0.432559478017773
1590,0.438120886909614,0.429906541076892,0.432727426554947,0.436663656263118,0.43742562600632,0.424869288546602
1600,0.432905577052233,0.436149144852654,0.436029889554711,0.430401636166848,0.439422387334889,0.432440940740581
1610,0.423103904353953,0.427258660346428,0.430378481111706,0.432805743954738,0.430001523695919,0.427620138602077
1620,0.428299298697235,0.437269424807307,0.431331146147667,0.440958971167147,0.429123113013256,0.426934542788334
1630,0.432269887234816,0.436183156177224,0.436868326865978,0.437177152204076,0.435480346088362,0.425588233305701
1640,0.433725035620072,0.431208150754799,0.432989020667642,0.434640723041511,0.435228007971863,0.423324320238878
1650,0.435659288405183,0.433265276854384,0.427100772884144,0.434323229227016,0.430329839788998,0.437863378389797
1660,0.435786264692002,0.43180105311114,0.430267422405096,0.437607599581651,0.434851818110207,0.433557390979264
1670,0.428131497886585,0.431544358917093,0.428463489101422,0.43354725122316,0.441606536735902,0.431022567595259
1680,0.432723040672318,0.432596504520841,0.433688794375661,0.429499590768387,0.436474541725641,0.423327349615269
1690,0.426964664689562,0.433897305091654,0.429016141899173,0.433800601585829,0.433242196601388,0.433214788357531
1700,0.430744234841852,0.436990784259833,0.431666741537852,0.430302697581755,0.432474731685713,0.426017677005363
1710,0.432576052655937,0.433485892085527,0.440231445964257,0.430438084219106,0.434773257016693,0.421700129621726
1720,0.431956076314265,0.43199567989436,0.424241477960417,0.433014450815185,0.438921461117187,0.426610706530409
1730,0.433742903599296,0.434996157181901,0.441431816992122,0.432356942673257,0.43107781854468,0.43045304556476
1740,0.437389464493622,0.438966877374237,0.436386356467114,0.435360302467738,0.430244589844505,0.433573534526915
1750,0.436385499106047,0.432310650330492,0.435942114100788,0.437623799561539,0.436125402178449,0.426649708008674
1760,0.434653513611011,0.433106548178843,0.434090358518514,0.440800197111746,0.433184087300878,0.431207601834361
1770,0.436092561256978,0.435203050304879,0.436499645465762,0.430983353042686,0.43458027287384,0.429496615073023
1780,0.437646869026253,0.432740327042482,0.432683014411543,0.429187515238147,0.430324954466659,0.429659410587738
1790,0.433430514353895,0.42682849456208,0.433279388227843,0.423258635796899,0.436468689391048,0.425670616687041
1800,0.436611412912197,0.434634167847486,0.43776156965264,0.435523076213504,0.43299252228575,0.429699796966872
1810,0.428492770973489,0.434794310399804,0.432469354047671,0.440816926801153,0.436267430189727,0.425158613704657
1820,0.434355948628257,0.432652050839813,0.431781480050035,0.436100189828166,0.432018586134372,0.435612449683554
1830,0.434319575671381,0.434794792690912,0.438819366127398,0.428910513583384,0.436585285820114,0.423689874737811
1840,0.435555482163075,0.431778393944811,0.427977565129358,0.434049867846482,0.432510485234378,0.424948724515992
1850,0.439054737473201,0.432955795347565,0.434572887754464,0.436108830471588,0.430529737889304,0.42901610862892
1860,0.437859047744423,0.430663507869455,0.437395768436556,0.43607746058003,0.427463770804562,0.428863601063347
1870,0.432700614102037,0.430266582924026,0.441387220599341,0.429110564998601,0.430796563734874,0.426344083381043
1880,0.432480608571042,0.436488606757525,0.436683693138302,0.441344147221588,0.436950980959093,0.428163856696484
1890,0.433857909572567,0.431226866562032,0.439533340701706,0.436955112442567,0.435737640961432,0.432520605028302
1900,0.441527885127105,0.43673015631301,0.433584729351222,0.43828357797139,0.434343517012896,0.431959290602718
1910,0.435543937013898,0.437473004752361,0.434325188239578,0.434929872086568,0.433488046537772,0.427164504095851
1920,0.427206382092571,0.434385564684337,0.435585448976948,0.429598687092669,0.435914871692764,0.429659613077376
1930,0.432779745868933,0.439663011988588,0.43311684879754,0.42864422117259,0.431826139510357,0.42641307062534
1940,0.428510669053895,0.432249982939012,0.428271092300934,0.431100719653862,0.431608376648698,0.42607158344681
1950,0.435375433570295,0.42835662383556,0.441405505527262,0.428513194489614,0.428367351214849,0.427035025324084
1960,0.432689985375566,0.434134032478516,0.439869205543593,0.424663050180047,0.437511070550807,0.431859641619731
1970,0.432469384019073,0.437362162649792,0.434698923754624,0.427356807753135,0.441491723397608,0.430991068506493
1980,0.435239514084726,0.43549110804745,0.438467856780858,0.445707667208427,0.435503521338406,0.429780743497315
1990,0.436594283004585,0.438222372869111,0.439290923310923,0.434639113080847,0.434760141617796,0.423595644172788
2000,0.431707007469836,0.436670462568805,0.433887728683752,0.43185510006117,0.435980508114063,0.431238624809379
2010,0.439026143767621,0.429872044890255,0.43754926542528,0.44747218621759,0.436176507774274,0.429461333366529
2020,0.427329122050897,0.440684461846872,0.430279271291786,0.433697710555373,0.434696479501253,0.431648576839381
2030,0.437207763575325,0.431552304117801,0.428409863561993,0.432173832677789,0.435139190729712,0.436300481605651
2040,0.437452652217845,0.433101765190249,0.441353640962145,0.439833255616265,0.429181560165293,0.426274667642419
2050,0.43492789577645,0.434097501028613,0.437187041439895,0.439692257739771,0.433902733532245,0.420966696313344
2060,0.432791592390767,0.438113358614398,0.437202680311312,0.432535373998438,0.43498804802686,0.433839765715751
2070,0.441055066397,0.436387849032423,0.436488682808714,0.429068490986503,0.438556493375312,0.429288329177021
2080,0.427447200142001,0.435918678091879,0.440467490918295,0.435579892700156,0.4280138783624,0.428333725483348
2090,0.430622215775621,0.440128150127721,0.437832649614085,0.429675906634247,0.438736856833279,0.425255723118959
2100,0.436334885022004,0.435577509823758,0.428910966857768,0.432125943005557,0.432619512710171,0.431405196791437
2110,0.434939171769294,0.436285192588556,0.431522347549655,0.44104172096773,0.443367772870973,0.427734191819078
2120,0.440011302367629,0.429536268938939,0.441676960977987,0.432416752367955,0.436924439077524,0.434150114330495
2130,0.434043437862899,0.44040928818822,0.426993110499189,0.434064295008954,0.438339445372547,0.428378158645136
2140,0.436500972020767,0.428343182590448,0.432155424347546,0.435910856576089,0.441669298314566,0.429544230776729
2150,0.434110382762354,0.437492283651917,0.435490506756718,0.428254969755645,0.42820748013951,0.424277182174024
2160,0.432382373072454,0.434557177181037,0.431732007954304,0.430261007026101,0.426918167951199,0.428752490889513
2170,0.43568598420018,0.431434948407011,0.433861371775056,0.431145563802099,0.438712856698572,0.429580760218375
2180,0.432666480096223,0.433947579077099,0.431185148245018,0.431906839783913,0.438509502041113,0.429024865649213
2190,0.432845115135906,0.435728405565762,0.422873669125917,0.427987961909063,0.432053199726339,0.429105955064726
2200,0.433336911393748,0.431334251891234,0.432775050842185,0.431654722523354,0.433160512033153,0.430254142733828
2210,0.430709984417901,0.442924394703267,0.428694178136978,0.438282955454344,0.432297756314662,0.425127107727472
2220,0.435076524685913,0.431149231110313,0.445141402114343,0.439657885390268,0.441410027747878,0.429775641634829
2230,0.430982062369017,0.440066994086773,0.437199725261383,0.429009576947695,0.438031473106029,0.428866953619563
2240,0.427377677484285,0.437351999818485,0.436761916867751,0.438093854240533,0.425705744471343,0.424291068861174
2250,0.437130797943646,0.431473242060984,0.433667514838035,0.431275384417267,0.439056884346993,0.421663996080218
2260,0.4256732515655,0.438153311156768,0.433904711438895,0.432695139540298,0.436176945275819,0.435927767369563
2270,0.434251823093545,0.443340336451622,0.435316247284543,0.427718934744824,0.431205812025499,0.425826668728539
2280,0.43601461813568,0.43528482136989,0.434978730681424,0.434404270315154,0.437532050109114,0.422559365463603
2290,0.433511144050081,0.432201262538639,0.42767148713826,0.431430190927361,0.441532543051381,0.423381538179201
2300,0.432016493366468,0.429153073634925,0.442072919414127,0.431911161976728,0.436840476530783,0.427842711756044
2310,0.439858526656046,0.435904374167159,0.42865223267767,0.432304366436173,0.43119285507315,0.431583771882299
2320,0.439885729484369,0.432454571239217,0.434398092331046,0.433968366759978,0.432809026496643,0.430091419592407
2330,0.43504098978401,0.432200713322026,0.42962851082604,0.436361547108312,0.437884443236804,0.421801310760336
2340,0.433854926664689,0.433437534882244,0.435215941732023,0.440260405711633,0.43799470756014,0.425951758147142
2350,0.433190508626951,0.434030075246561,0.439506393900394,0.436699847726145,0.437759749174073,0.422556773689964
2360,0.432571395406167,0.441767868020032,0.437499851929079,0.437146856378822,0.436085449066565,0.425287885087199
2370,0.438537404343169,0.439018265468465,0.434266308682318,0.441049678565303,0.443361786786463,0.420354087121317
2380,0.435072961371813,0.436378507256405,0.426466322976741,0.434992077585396,0.434595640874093,0.430261531677053
2390,0.428397545869123,0.438190587479605,0.437231598682796,0.433306579661781,0.426463234909315,0.427351840662375
2400,0.437174643094953,0.433733573288255,0.435153517239475,0.434568403728436,0.434932870010257,0.429441833192973
2410,0.432945759625475,0.435267869950642,0.431803336920412,0.428327997487597,0.438099032627457,0.428825413407145
2420,0.436840774376844,0.443289210404641,0.436899800701817,0.438151404870311,0.438184087179121,0.430186527393349
2430,0.429278580750239,0.434628106724056,0.435404523751934,0.438063658352803,0.427826561006801,0.43442998200307
2440,0.428804769996738,0.433997062895076,0.439349636567738,0.43885723352609,0.437689818421361,0.431706611705811
2450,0.427890304649248,0.43797778464413,0.429869121606196,0.434693282146428,0.435561809631798,0.430897382323942
2460,0.433479366549316,0.437946388594413,0.435926153605763,0.436703434147339,0.437311994684631,0.424732166049513
2470,0.435926034362795,0.430569465739782,0.430677757525116,0.438551869947545,0.441687502820555,0.422094853027585
2480,0.430415604904751,0.435659441576335,0.437835642980907,0.435861363826637,0.433868695223429,0.427967017434174
2490,0.431036921059641,0.435551033236075,0.436920425983647,0.435809029244135,0.437613412949796,0.427512875587813
2500,0.432330553703558,0.43209608852985,0.436574936606517,0.438971669190124,0.432063878916368,0.426434946134506
2510,0.435708075546168,0.432924034577962,0.440016118445887,0.433430340076975,0.431402711931585,0.421719878671914
2520,0.445894393841638,0.431103574911362,0.436769885756385,0.436726910188062,0.436783169715074,0.425194172975113
2530,0.435864454674995,0.428644995742963,0.432099836894905,0.428659346943179,0.429577922963639,0.431444156297633
2540,0.428301041884437,0.44181202311152,0.438675042236612,0.438451077260837,0.436854919610662,0.430669187680992
2550,0.435985356529934,0.43444924487426,0.428613493884236,0.437209168521135,0.422330851798708,0.430590726630476
2560,0.431415785750137,0.434858936942721,0.439037430708586,0.435415725236592,0.428764150852395,0.428421075962333
2570,0.43668428109626,0.433569736949826,0.439487566460979,0.42921485213052,0.435474753777078,0.423270870088772
2580,0.433108703863369,0.436672352208937,0.436012241681791,0.427536938799825,0.435562506816648,0.436225310154885
2590,0.428457622027551,0.433687008232963,0.434538734127899,0.43838531147829,0.440554725687818,0.433576951504373
2600,0.437382409532333,0.443913730488318,0.433170189655382,0.43117653503986,0.436869902763387,0.427665942559843
2610,0.440394299773817,0.434130276752297,0.441600830662028,0.435351727712629,0.433212518589431,0.430231631267433
2620,0.435640042437862,0.441458147753004,0.436155380857078,0.430949215505126,0.433689784038114,0.424845492640466
2630,0.440070314224934,0.432404227562171,0.429972822981733,0.438543526856177,0.430223740407824,0.431437763792442
2640,0.434818372783507,0.434926769819033,0.427595534793374,0.432996462644609,0.431872325965388,0.435074599705761
2650,0.44141934236939,0.43602580535091,0.444442677594257,0.435878767992962,0.436018917962525,0.430734589922245
2660,0.432286740755072,0.436893322468782,0.439697108175195,0.432556920627299,0.431608200256719,0.427071972084757
2670,0.432288212065958,0.437335163107605,0.432276929498729,0.434579265700156,0.434418655394578,0.434076499595966
2680,0.432485001232809,0.43341173498251,0.433158794220108,0.435018662689891,0.441380253846208,0.425950787065054
2690,0.435269963987499,0.43494153238719,0.436746458395094,0.438016060504825,0.436038903009355,0.431961635120676
2700,0.437249153219558,0.434166091328134,0.435731822964807,0.430535723482765,0.429788401109963,0.423549257857395
2710,0.433215288934284,0.437886959297351,0.441973229627256,0.43110015535051,0.433745198479733,0.431444241465177
2720,0.433348657493903,0.431907440555285,0.43606405526789,0.432618104237579,0.433520138835988,0.428271388168635
2730,0.43192326148772,0.437068103929437,0.439946340666405,0.434916486919061,0.435474399187454,0.432651488860594
2740,0.435112663020342,0.435290195000612,0.435941443487892,0.443090016172786,0.436163797460098,0.423629137968563
