Lkm,G10,G15,G20,G25,G30,G35,G40,G45,G50,G55,G60,G65,G70,G75,G80,G85,G90,G95,G100
32,0.0122365047668283,0.0560960821246571,0.137952180494099,0.237047596430118,0.310594760824713,0.338285237251194,0.36662749878246,0.374399874904095,0.391246611596115,0.400605020742713,0.403264038150895,0.407777377076459,0.421202135367259,0.422779412119115,0.418920268083893,0.422394516666846,0.420406280794499,0.428766993434854,0.421370872555016
33,0.0129322627624123,0.0583588743309605,0.143307232698414,0.247373501133145,0.312931098441856,0.343318806972341,0.362670096112457,0.383504268193282,0.395014688112552,0.391419106755759,0.403694386758937,0.41220003215882,0.416916631296985,0.415294569203457,0.421570800990203,0.422791743550109,0.418686824892427,0.422587754629315,0.421105582871254
34,0.0132187415300078,0.0622467318929727,0.149517550819221,0.248828026624566,0.316759206042278,0.351163058774197,0.369413403326312,0.38093182458054,0.394351610427158,0.407799715837339,0.410822543176945,0.413922545825039,0.414781288040756,0.416911839620542,0.425128137745704,0.420328812464657,0.415551320137458,0.426186430185796,0.43146003816559
35,0.0139068808345103,0.0637772935505966,0.159277254574659,0.254400843673379,0.321561119194292,0.350867507421722,0.37125468676009,0.385668849283509,0.396300692501187,0.397156149480052,0.409327862019277,0.414476149478451,0.411532023615641,0.414751873758662,0.415796103325792,0.426097305226682,0.42318233289967,0.425519860852826,0.423093991890337
36,0.0144542372943007,0.0662842535554003,0.162545180301527,0.266676897082256,0.322832233488903,0.349182882660144,0.374300868744706,0.389078130336675,0.395001767998693,0.403436211322898,0.405777820300316,0.419760072060806,0.424056764294341,0.417046668564454,0.422360494697766,0.426645920542976,0.423498569548203,0.427654400814771,0.423060302474095
37,0.0162213862270658,0.0734957909833349,0.166467354239423,0.272470628091891,0.326209638256887,0.353422960336141,0.371046614624931,0.3877765059692,0.394262959811231,0.403483880467782,0.411357447985647,0.413595592418581,0.410030070116725,0.417949117990185,0.416780721225631,0.425566737351615,0.426844201374731,0.42505534381853,0.432335648537846
38,0.0176388494399482,0.074868007504893,0.17340604423338,0.271303115275277,0.331609076921626,0.362698414165109,0.37560188034266,0.390460468673459,0.398726858458204,0.408702567820722,0.417181247595541,0.417850694823876,0.419082862106844,0.425290752685549,0.427684321399725,0.42091646457683,0.433210706312108,0.423975444087494,0.419918901055496
39,0.0168008286199936,0.0779031444916256,0.180206388157762,0.282015144776965,0.33907091634177,0.355802929332428,0.371941176605867,0.387286862168359,0.397615896160537,0.409172203305643,0.407497326346832,0.416950014180631,0.42179108243702,0.417462706126392,0.422815635593793,0.423098937457619,0.430887494746577,0.427906820809041,0.422537541006415
40,0.0179385504538576,0.080277204768633,0.184708857198026,0.283979932474781,0.340128611665114,0.362430146511443,0.385125384369757,0.395165338839027,0.400242814968686,0.410824997295155,0.406888223444887,0.414887142542071,0.417894212382787,0.415155471132417,0.42268948183078,0.424435157361067,0.423367672111312,0.422794390129933,0.421902743136828
41,0.020230533044943,0.0838453833689873,0.191082502431605,0.291057973157665,0.338808254736886,0.359619350863014,0.380067188481538,0.395527945578548,0.400774738349419,0.41106585305949,0.410871756942644,0.415951961667037,0.417444656805105,0.423513252857645,0.423753625740672,0.421087346116905,0.424615064055637,0.42451155794268,0.429755300725054
42,0.0205325840593289,0.0878830157802413,0.19388766032165,0.295107179757794,0.342259423976931,0.362039386960601,0.387568960968499,0.39192718301974,0.406282666235625,0.40417699813606,0.41678741082299,0.415105343239706,0.422655148149435,0.413056810259066,0.416528181246246,0.423868456870911,0.422753206155381,0.423129273972444,0.428688677103197
43,0.0207603029539091,0.0906616494510353,0.202036667099865,0.297923661423811,0.339687773033397,0.364818921934783,0.380353597881939,0.391341925869389,0.40512300649457,0.403437676446531,0.409423993631997,0.41115279035099,0.418766370606215,0.422511360711522,0.420045042126054,0.421205118356235,0.430579720414694,0.429869037581526,0.427468980932448
44,0.022062981144801,0.0942687701023128,0.205975575341038,0.304837017338981,0.340825789310048,0.370838662964429,0.385377005298195,0.397694425264885,0.394026996773897,0.401288361424286,0.410917434770528,0.411309950189633,0.419426361337239,0.418353908413088,0.423363889639294,0.427925264993234,0.420009940791326,0.432209402302257,0.433670407082489
45,0.0230953365892063,0.0968622054141428,0.213113109745786,0.303038086868183,0.346417265897656,0.368045374210998,0.38766991720636,0.39506410548082,0.403062619867154,0.406330709361427,0.415818413424437,0.421535411740439,0.415905344846822,0.423517498100766,0.428880913379957,0.424288254572647,0.424662962655204,0.434803719763359,0.42939908104781
46,0.0245398827596817,0.100176171821258,0.219364987855377,0.308916303972,0.344314523032346,0.371300590052668,0.388480353925397,0.39591988333978,0.408007444621641,0.409233587708885,0.416302298511307,0.414257086094744,0.425525044418258,0.425079294686873,0.425150526131906,0.424970213830125,0.432159066693661,0.431215892894056,0.432693343860111
47,0.0259958234359028,0.104123207273199,0.223855026409412,0.317090819648985,0.343882280734454,0.368950268181091,0.386131147546539,0.396413940052097,0.413167055472229,0.413904374075331,0.421131318640263,0.419118442606264,0.416345723252199,0.423608004866733,0.424037878908601,0.428040104425166,0.423735690562879,0.42727438902495,0.433874734096458
48,0.0260353855769348,0.109492059213888,0.228499239522676,0.315173292586495,0.354843147929019,0.374655639504224,0.390182437998492,0.396997905092212,0.408462517012625,0.408582082060578,0.415024649833293,0.417111269399411,0.428840462213487,0.421692565007138,0.42024294335004,0.424638394250456,0.432040530015378,0.431890544266172,0.421582503007669
49,0.0287832254146287,0.111503116872538,0.231661798812759,0.317403987229492,0.35598909956015,0.378483121549053,0.390943861697574,0.396341630396343,0.408053331840046,0.404092762464863,0.41437442449938,0.423979364510042,0.424708923032903,0.422270424753499,0.434211289935742,0.424970921847217,0.423683280690976,0.428574039507009,0.426356434767288
50,0.0266085232367428,0.117420323756049,0.234569186081311,0.32561839042964,0.350502637723882,0.381424059302996,0.39032598328062,0.396496884679722,0.409838591341081,0.417269193011745,0.414425304743985,0.419152116911529,0.42046623146729,0.427388088747625,0.42981375165948,0.425613704892754,0.431588042598961,0.421923893142716,0.427924500173667
51,0.030235538221813,0.120717620145934,0.244412032391788,0.325469977028278,0.355014529123083,0.376369891724354,0.394098496384917,0.407359655640781,0.410343880405033,0.41271601853617,0.417666482122808,0.421704927896154,0.422778556279958,0.42156165120277,0.426654269679524,0.425012149278539,0.424023812825223,0.424477768929018,0.426510447822085
52,0.0320938778990854,0.123393403916742,0.246920638715362,0.3324948058908,0.35810912693869,0.376276284158242,0.386838212830346,0.39641286783237,0.404785048681794,0.414817843093989,0.417618232511868,0.419162449567489,0.423060293708198,0.418450951093547,0.420847758464972,0.424503922594742,0.426595590855931,0.421148338899153,0.430473785464209
53,0.0317851650207757,0.124701798669377,0.249359368241842,0.329394019818574,0.358580658806628,0.374816903898755,0.393505633924163,0.402172507242909,0.406353194516675,0.410244404908096,0.423753801231041,0.424054171286448,0.42876213409137,0.422951372518014,0.424941451316507,0.423963495141198,0.434896534040844,0.430958291098053,0.422648810739692
54,0.0339311201782859,0.129649535066084,0.259080075968821,0.334371121392034,0.359786170908488,0.378100450454554,0.396861946864723,0.402260918097804,0.412228561854526,0.414548900291321,0.421069357607015,0.427844415643006,0.425480733474727,0.426023427474453,0.43216808097735,0.430738533755455,0.427311380221675,0.427995943264004,0.42954793219594
55,0.0347384917281315,0.133468930490547,0.262568540161254,0.338048881895263,0.358828686165107,0.378012145482867,0.393734294618885,0.401576998601006,0.410578974960107,0.413349927170772,0.41361610882935,0.424612894333006,0.420999930298853,0.429711985655762,0.431666721789236,0.423792606981195,0.427095873235399,0.425389047386121,0.427227385523179
56,0.0364983202210561,0.134801451081969,0.2634647929583,0.329697304336403,0.363892799629903,0.381082135291354,0.391963892325275,0.402925724126279,0.410874270498727,0.41350325842356,0.419596640905496,0.421775226742305,0.422261698048796,0.429760454805169,0.426521206601246,0.429749970759823,0.426049914403192,0.430388538267962,0.4229758329994
57,0.0374403896447026,0.139782038993597,0.268451468414263,0.334619800157849,0.365123550188199,0.383710552876684,0.388462363115191,0.404695386572803,0.412665238577019,0.407828969611738,0.418802709778261,0.419844287820175,0.421280755367549,0.428492665776387,0.431591459865091,0.422354467537181,0.429360673507676,0.41947324550664,0.426709627001289
58,0.0366522154754184,0.143486176036359,0.27575417103045,0.335955283024126,0.365665901321548,0.388930560526,0.403023153083195,0.406810810771019,0.403572458755256,0.415809009467541,0.419245314715526,0.418964522588524,0.421827824441974,0.421874385329166,0.429837871118369,0.427724254132041,0.429837993439838,0.433215795543094,0.434139884044018
59,0.0397291675918433,0.148419907269971,0.270155163076063,0.334560879074385,0.368543432086285,0.387589456848389,0.399557283329226,0.404051402989093,0.409196899685056,0.411192390601068,0.418330616873195,0.422518370312904,0.424005127078207,0.430589696691983,0.424947215998902,0.426137310652153,0.428648630861736,0.42648180035251,0.42230827174837
60,0.0397720390093562,0.152738778840998,0.280333085105054,0.340040262782921,0.373394805530962,0.387107199974672,0.40072799850124,0.401519110467838,0.42109142816697,0.41771604275025,0.41838288038468,0.425188545121555,0.428348846820266,0.427213941860827,0.417176500188296,0.42574022686002,0.428106076791325,0.437045464855559,0.433560992587802
61,0.0410218822824239,0.152246556810484,0.280009647622182,0.345253317934166,0.373329314598093,0.390614307742319,0.402668522907381,0.407969028473172,0.417141674040628,0.414896453882328,0.425160881659183,0.421610202798978,0.424616483198468,0.432107656847936,0.426074730306408,0.430513891162746,0.434919908863174,0.427920341540617,0.435145342910042
62,0.0416712431744971,0.151904739853345,0.28248258256117,0.337286906241331,0.367860458000789,0.388576307709597,0.400371908593406,0.410868400304238,0.415230279626017,0.409530040069524,0.421184785002599,0.423649401328549,0.425526986078323,0.427656101416723,0.424991269201594,0.432000262562072,0.428549268211476,0.428858391543199,0.432935243935496
63,0.0449406630072551,0.159479230937479,0.289057653575016,0.345411180984244,0.368308933481379,0.384737286340558,0.399805158226848,0.410782078641611,0.411751672372055,0.425078901692418,0.418146568471807,0.422532183253956,0.423943011239329,0.430261426585396,0.433522364469704,0.430394252986639,0.431966672765015,0.44139372096296,0.433786776218091
64,0.0444990914367203,0.164157296658125,0.293522125538566,0.341241106746416,0.378475088334661,0.39467027966205,0.406109778741031,0.404172312355725,0.405646216765374,0.423047858831371,0.419783947481595,0.424603954481088,0.426787729044666,0.419271866189474,0.424344596333469,0.434231426235024,0.430039822770568,0.430141492171384,0.424645774814932
65,0.0474848033815958,0.164941139750886,0.290693698051188,0.344993842830809,0.371939737469443,0.388143370755776,0.393951092811751,0.418413817110908,0.410466237726421,0.415326120175178,0.424564778229327,0.427663151109632,0.42123487963583,0.433239366299599,0.423022897578229,0.426465745721716,0.428588498225007,0.429841210178407,0.428649229232835
66,0.0483597793134468,0.168588668026467,0.298653170598307,0.343073005387389,0.367971576078568,0.388540964661526,0.398397622400294,0.39762520047871,0.416663994949433,0.41387765498371,0.427706554382769,0.422661020113424,0.427099151656778,0.424815343424874,0.424986413003891,0.423580370036357,0.43035203130379,0.436143967704196,0.426821886413954
67,0.049606086298109,0.174088405193581,0.292853225124919,0.348657713402641,0.373897988769583,0.388662478255255,0.403930618882946,0.413695721512579,0.415101555304821,0.416812379294734,0.415760232440852,0.424547199179549,0.432572280765637,0.425772610962135,0.429701270294688,0.428799368331787,0.438924711190569,0.434515918333799,0.433281655880238
68,0.0520295364178477,0.173626798643195,0.306340826326295,0.352275245023126,0.377334929312898,0.391374446005102,0.405888015051298,0.413742517946248,0.418085802615094,0.420545431149385,0.418221817182334,0.421800136003812,0.425889397716702,0.431893520418517,0.432501272294483,0.427994256839962,0.43507188337639,0.432072054295953,0.428830640074755
69,0.052682817920679,0.182406992139382,0.301017185225398,0.351912060837203,0.375269000111515,0.391618946872868,0.401916629968269,0.411072161782937,0.413503967601666,0.413199101718605,0.418736495876935,0.424615784450178,0.427633891742964,0.424109151777298,0.426589372665274,0.423312789608333,0.428984578300627,0.42844733025479,0.431132479654988
70,0.0533261186266628,0.180426375065969,0.308764412006021,0.349090104035302,0.380408477300482,0.397271236400933,0.400820742075145,0.401976168818304,0.418735434825437,0.421088252706509,0.42594808298989,0.421776400636503,0.425467934600464,0.425467380673966,0.431560714584675,0.436946912904704,0.43851241226591,0.425142239177995,0.435222758952814
71,0.0542256198732172,0.187295729505217,0.303060702152122,0.349427817970736,0.378830607933088,0.391734374046948,0.406070424417324,0.416189291646336,0.414928759561512,0.41794204599685,0.427976979087218,0.422821183276815,0.432318927702994,0.433024367512434,0.429690283606664,0.429667184400226,0.431052373118768,0.433480711880762,0.433624146245003
72,0.0567938100316561,0.18798056331553,0.308592548094487,0.351985664615238,0.38520894647729,0.39638791491761,0.405421003744127,0.412840380239691,0.418289598629063,0.418706854919707,0.425882131412297,0.429417437931508,0.427048718322714,0.428306757539406,0.427570298758978,0.430812267102501,0.428997314289334,0.43027344500202,0.430049876853104
73,0.0568814740656552,0.194427721659912,0.311824660137241,0.355123262678927,0.380232781490061,0.396437179528557,0.410251792286493,0.409041763833417,0.41379863808808,0.420050398988765,0.417860512831021,0.424559511786901,0.43347822462219,0.425820911315529,0.423511515606579,0.433253957238694,0.434917647340375,0.43063231594701,0.428329132240901
74,0.0596199118297972,0.19579139871984,0.31396566411523,0.352688752456571,0.381871987632057,0.398612320899961,0.405506293808974,0.411219069255179,0.412696416109431,0.418859932790152,0.423135527097381,0.426469417050757,0.428906077758157,0.432261024997144,0.42972191423048,0.428386981663065,0.426445898160974,0.429034778640581,0.432108622795614
75,0.058765274106036,0.204653509525215,0.314722034638661,0.354804192866387,0.389924182983961,0.394627458884422,0.407336078857329,0.411682236419177,0.417559607176929,0.421474917432433,0.422123813473406,0.418799163662271,0.432185085877062,0.430397022900086,0.430176343626194,0.431296533516074,0.428685078279781,0.423721714289828,0.427682133155623
76,0.0589416718388544,0.202003208813111,0.322078805105448,0.355299931858445,0.378959781105426,0.389210958114241,0.412282520022459,0.407210635264225,0.420360324875118,0.420708410137984,0.427351161670766,0.433599711163271,0.424435717311729,0.427813906155432,0.427899915969179,0.434571039791687,0.432396878183882,0.428985173378108,0.426722541394888
77,0.0628057514732241,0.204517059209028,0.318687549353186,0.358356062009985,0.385188246510788,0.397607806526338,0.405902912003723,0.417699311515855,0.419058576318152,0.418835670476807,0.42689028526634,0.425613371619927,0.418185999571679,0.424864690957751,0.420539380211215,0.431225637546477,0.430193154373779,0.436567897181195,0.435861199468196
78,0.0644647551786816,0.210180483002505,0.32373859842588,0.362461203830472,0.385494331048685,0.396991940785343,0.407272031487536,0.411786763423523,0.417131899017565,0.428492216343822,0.418944643115704,0.421440727247878,0.428518908527474,0.431046091542336,0.433673237384497,0.432827075642065,0.435076615012527,0.429351322505669,0.427707685365873
79,0.0646423631290164,0.212692611155667,0.321001996808148,0.367788125893486,0.381952898120583,0.404476665234827,0.402755692929543,0.416509083115702,0.419495687439004,0.417817189026306,0.425856007415547,0.422163517438205,0.431045013368448,0.423339729997247,0.427479827393939,0.435970382839865,0.430204106078094,0.43144891078549,0.435205038255813
80,0.0699640403740219,0.211463247097356,0.325427970839406,0.367915607091519,0.383783188889726,0.395898599732614,0.410864638695049,0.411112575853369,0.419831278054045,0.419351142710776,0.426831662223608,0.422704195257465,0.429517824443213,0.434231564751199,0.424047155627,0.423985905444057,0.434139640336991,0.427476844701346,0.430625435897157
81,0.0669330611702034,0.217670610790423,0.326102875262526,0.361645832476907,0.384265597565609,0.40188279056232,0.408658801888422,0.417527219264393,0.422241471951799,0.421460197369232,0.419887892907909,0.425607664117655,0.430397317664942,0.431109655680758,0.430601742303243,0.429121087787543,0.437855175730207,0.43023710424771,0.435181786392531
82,0.0678311199348373,0.218103713641568,0.326216886899298,0.365351973630786,0.391793170271966,0.392469437211589,0.406611238023587,0.415036852231919,0.422938170724712,0.427301133469792,0.425274141634251,0.429117050331653,0.432670092997912,0.429648032939233,0.426248986068136,0.433032182178132,0.428644869299313,0.429225975137876,0.430310614323854
83,0.072934575443174,0.223723473285003,0.32914808934999,0.371143699833513,0.38504888721772,0.40294751104425,0.411180278250196,0.413923239587081,0.414130093659492,0.426543773027994,0.420678842605181,0.425773517451078,0.426160312728589,0.429595038820694,0.426767643282024,0.434092298764378,0.429097709945292,0.427130323899953,0.423040760176848
84,0.0724987963057793,0.218359946505174,0.327156793687876,0.368815686616189,0.387244995358675,0.406930855942995,0.406577213061233,0.406897951057178,0.424737476092555,0.422783480199971,0.429238817896439,0.426485194587264,0.427545786378781,0.428604689090088,0.428055067057735,0.431637213398984,0.435448615436973,0.41925213756981,0.429496836275039
85,0.0748338425832545,0.226771944089874,0.32950315592969,0.365834352902945,0.386973796433316,0.397847779737341,0.412895340823878,0.415109045131061,0.422037902548123,0.42445968622005,0.427988319553415,0.430322179344058,0.423040589961516,0.433046322610087,0.425974790047483,0.425993278924613,0.431634856792998,0.431477244047373,0.427087915445749
86,0.0754672881294232,0.230655338329831,0.335793646109753,0.374045181479535,0.393828915882276,0.402156145417064,0.414840763494984,0.426265431341238,0.431642910414476,0.428608924741288,0.424817745472676,0.420407712279667,0.424543412000322,0.423179685392591,0.429546335066517,0.435593293623685,0.430334598784909,0.427363326895029,0.42815382603495
87,0.0788741727254317,0.232534812692885,0.329001058574012,0.364841829958011,0.384953831514386,0.403703519734093,0.407895236999155,0.414066901025857,0.418911908510392,0.422318041172765,0.418493125286507,0.430455006371799,0.425510616431786,0.422907201280225,0.424687167642248,0.429458144513884,0.420092718265604,0.432484597677033,0.431060939147825
88,0.0806673412092124,0.233390998182679,0.333552347534078,0.364053806213177,0.390910853598874,0.400025241240545,0.414481106866382,0.41867995654467,0.415532507711735,0.418290930474469,0.420188633969156,0.427619354108682,0.424638126711393,0.432275497570909,0.429533293441878,0.433874383863643,0.43136267749291,0.432026337078214,0.437137911071076
