Lkm,Dnu1G,Dnu100M,Dnu10M,Dnu1M,Dnu100k,Dnu10k,Dnu1k
830,0.431364161524902,0.435469467694257,0.433428056661626,0.43472838883822,0.43346209839345,0.434638398932004,0.426418041635146
840,0.428072452447836,0.43302646630957,0.437157195315615,0.424407824932142,0.431030447711537,0.429500508738857,0.436138528237634
850,0.434734342300096,0.43558758015585,0.432423419648317,0.42880104764014,0.432702492494918,0.435792258835865,0.433253059397616
860,0.43234572123476,0.430917266533992,0.431210289130743,0.434254925890445,0.432235395114553,0.431318416452391,0.436181163680048
870,0.434166795868588,0.430421362205031,0.428659143288611,0.430072056356043,0.434726665679656,0.423305442333587,0.430314789574963
880,0.432043901042952,0.439372166001035,0.430296853907606,0.433294467807135,0.432189474999374,0.4303476802959,0.431012973452586
890,0.436981667164578,0.435019700285134,0.437720396437725,0.428363821663131,0.433115572553809,0.431999621285867,0.432235243516536
900,0.434039926795814,0.431089147098423,0.425459655656715,0.437747164046147,0.435349031805429,0.435556573473975,0.430293893150177
910,0.435297701691993,0.435934748642599,0.433898798965263,0.433256659270534,0.425891698368737,0.425814805844289,0.429068842505333
920,0.429563011115426,0.42584360179368,0.42656922186881,0.435778488311538,0.432711807774551,0.42770143166648,0.432914314231825
930,0.430312183796496,0.421388991963437,0.432780235648892,0.422093421724681,0.426186278458279,0.4337232515778,0.428916415357465
940,0.431651931662339,0.428080651719527,0.441603494654928,0.427250765923866,0.432935384878625,0.431794095773508,0.431476054107227
950,0.435684917676108,0.435483710513072,0.43254778774012,0.436604636352989,0.426500110054184,0.4354876837288,0.426466715385639
960,0.427080812892284,0.434796587666181,0.433548394265012,0.436821943262051,0.437767316417711,0.424602352956046,0.429112250048901
970,0.429990494444545,0.428863973447505,0.430503782423235,0.436228265607568,0.425288364646374,0.427630281443073,0.43177636844501
980,0.43105111317143,0.429997159768134,0.440789102147998,0.432162316574874,0.434972112837074,0.434329835369202,0.433641199562032
990,0.43945184566366,0.430264590751132,0.432045699635298,0.433903439907215,0.429628268865547,0.432344790422016,0.430318916011297
1000,0.433590759219395,0.435690803663364,0.421115212455763,0.433026209140864,0.43187945132247,0.430463958311746,0.428199649655143
1010,0.431907108643903,0.42773096823909,0.429981126025932,0.424539270019224,0.432026813026359,0.431529779276077,0.433128485364347
1020,0.434411166553667,0.432666923126759,0.435858346426198,0.427192076010041,0.429995049584079,0.429466706853374,0.427888191547467
1030,0.43869229190747,0.43487430471578,0.427592422242063,0.430730463012999,0.432265303759455,0.433982686593785,0.430814574761712
1040,0.426433591855264,0.430753805422218,0.433002134246785,0.437626042720661,0.440027528396821,0.430043417485306,0.428504389374733
1050,0.435814717890014,0.43799951594903,0.431710618774541,0.428309770247775,0.433123006835833,0.432079552392727,0.433590147620019
1060,0.434416464304706,0.436693541595686,0.431156779967523,0.433805906968573,0.432295151280777,0.433511424402677,0.43040387272189
1070,0.428744489589429,0.432401636222109,0.429117466561063,0.436510056221753,0.433204097988441,0.428348664345036,0.431742006120437
1080,0.431714104587366,0.428255512346695,0.42919648183784,0.44172665992953,0.42639235314199,0.423061041021201,0.432435216208542
1090,0.42885328894752,0.43096294127919,0.430983880788545,0.433343334351337,0.430032360020626,0.435906871690226,0.439093963872388
1100,0.43307601598048,0.427987975250602,0.429425761230821,0.436238556187627,0.433533754782695,0.435415947989412,0.435972964699322
1110,0.431978401434715,0.436077694058131,0.427456900155302,0.433289148063843,0.430163593089126,0.43161893840862,0.430488969810241
1120,0.430419346354274,0.430469866271807,0.434332203322518,0.429285913798329,0.440279650040178,0.43264165055629,0.424874217420437
1130,0.439402350685695,0.435871585731647,0.435169691429133,0.436372035534052,0.429163889508868,0.429716240058292,0.433161518633698
1140,0.432165547199706,0.434590330585981,0.432576127196555,0.442329042242912,0.432546825879882,0.434862446423854,0.435157940232372
1150,0.434421229737264,0.42952119511217,0.43597739748888,0.429648381185013,0.439057480579467,0.433376232743568,0.432753686368295
1160,0.435615883758608,0.441844747036288,0.436128886424388,0.424810949468799,0.432986765449709,0.432688366649452,0.435240083740291
1170,0.431986548845925,0.43924155885113,0.430639209781486,0.433509042597271,0.42943682410181,0.434736674357074,0.433441303213591
1180,0.435139817711462,0.440009305190407,0.425794325696775,0.428680900753026,0.429714253208547,0.434394364864631,0.430359596890358
1190,0.436155653701752,0.433959073747083,0.433255325643994,0.434057245368717,0.436100725238017,0.433067019583928,0.431365054567441
1200,0.426837262614837,0.431052498364269,0.4305633194763,0.441984776513162,0.429198118979539,0.434718025768034,0.433122561905433
1210,0.431651206424216,0.431016386206977,0.436157547006833,0.430401707163873,0.43003411604542,0.425101332971093,0.436497774825394
1220,0.436528568024866,0.428455981068734,0.437008301744982,0.438016235012643,0.436352041882378,0.433124693359821,0.429855864911807
1230,0.444655298610512,0.436687905560576,0.424089719381057,0.4339716869,0.432780586583235,0.438299520605024,0.431177955295267
1240,0.433241782463984,0.435007478079273,0.435184693009111,0.424506972144732,0.437755117773458,0.431874986007102,0.431735012114755
1250,0.432930188407048,0.438315949508728,0.429698905968534,0.427380198362424,0.428587328162502,0.439218534661853,0.430166400581846
1260,0.431036319214472,0.439210999314023,0.433628791505041,0.432400171348213,0.432994591958696,0.427169585681909,0.430451818248858
1270,0.431583306227854,0.430207293870774,0.438527798496698,0.432136618634282,0.433763305775387,0.431503083597199,0.432976905595579
1280,0.433036946004471,0.434285644350014,0.43009439568897,0.428796752353239,0.433344870875148,0.43025356529405,0.422881809155457
1290,0.430479185208659,0.43255629841147,0.432107659529788,0.433662815438035,0.434108799376426,0.426466142902782,0.430071626137055
1300,0.434230294969391,0.438253713411518,0.427755532476764,0.428712371953556,0.435029615823996,0.43805682555028,0.436525830263758
1310,0.436354863296855,0.430523719850353,0.436480049788825,0.430694942991839,0.429291842194262,0.431193897413094,0.425771293708223
1320,0.431654090023004,0.430615891139827,0.436129038354884,0.425745246513514,0.433375408689145,0.433225660827438,0.43811939842342
1330,0.428916156354837,0.42897579535279,0.429409114047172,0.435612541449064,0.427924422559866,0.427108182926958,0.432952137623094
1340,0.431652866700315,0.429786296240856,0.439135515724631,0.437672664245459,0.431581196265062,0.431180375919291,0.436117904018381
1350,0.43855734238612,0.433061495653498,0.432406553726542,0.424795814044188,0.434750146233765,0.434415408710536,0.431291644639019
1360,0.434040315252052,0.433270619083005,0.431720877050816,0.430595526479701,0.432576895984712,0.431668098941959,0.428383478976645
1370,0.433791875339071,0.428623232259781,0.443221320838126,0.438772536856763,0.431177019744504,0.430998930386258,0.430973939976078
1380,0.431768100644143,0.432861726594303,0.434649206097346,0.431491664137371,0.430206920308467,0.430844866018525,0.433964606851363
1390,0.431154743265844,0.428772770750505,0.440030580390992,0.429176037046316,0.436248664456531,0.434501913011532,0.437187776887948
1400,0.436119183149168,0.43173186949423,0.435779283872968,0.437043435165919,0.435669874359733,0.431345124415587,0.430155887638467
1410,0.441255761240167,0.435927604974315,0.430019761245647,0.430410724939168,0.439672000891099,0.429297773660726,0.433887866944373
1420,0.429446562517574,0.430222932146391,0.435498735841983,0.434118748567917,0.429514579296129,0.43553634701865,0.431242216758468
1430,0.428943292520019,0.443122898066754,0.431561197282574,0.431547427745005,0.432046610889275,0.442921981460833,0.431274565546612
1440,0.439400466319572,0.430918137628894,0.432914983372922,0.431474970235054,0.432525837339283,0.435617568654812,0.430360554703954
1450,0.427284080034239,0.429137458185506,0.437006231158505,0.437332030570359,0.434802097074988,0.43053513283715,0.438670506743993
1460,0.437063085469522,0.431940430785273,0.432331500745328,0.429001188061206,0.428245055040176,0.432222477099118,0.427987125618944
1470,0.440171083958917,0.435633009922836,0.430871185200618,0.435325015342122,0.433625384394964,0.435301722095398,0.433036934170083
1480,0.434024560817347,0.434233500183635,0.42589322754048,0.432527594093941,0.431774054356161,0.433523509771878,0.435204883872231
1490,0.436016767585056,0.434298776692189,0.434662621839548,0.435481587282825,0.438633702427221,0.4353933497542,0.437643735707433
1500,0.443483550121058,0.434060343348488,0.435902126918422,0.430419996297122,0.424899846897436,0.442339395355429,0.435995998834196
1510,0.439672002886028,0.433094083029109,0.429809413671898,0.433148533333948,0.430906736887666,0.438059856773485,0.433221123760019
1520,0.431427662259509,0.432775519597274,0.432971451822594,0.430732986849202,0.432523174628322,0.431647979079219,0.434332328975848
1530,0.439045342871828,0.435203709493332,0.427199403001373,0.432318791231572,0.430804676181046,0.435662218026087,0.431910512348406
1540,0.435104674672432,0.438410247960827,0.4351950676898,0.429637613064239,0.429373655178059,0.436259552451292,0.434380058249714
1550,0.437583389476711,0.436719489232239,0.436060779888115,0.435132750498775,0.424028737045517,0.437884026313486,0.426287256487922
1560,0.427490240870056,0.43792487383583,0.440363723601323,0.432767348176083,0.435603271788933,0.429935148623069,0.428110375575693
1570,0.435653027365891,0.431514789621107,0.42895381762445,0.433856812333463,0.430047424746785,0.437986348643695,0.434005250901099
1580,0.442819659177747,0.432957648298812,0.428560214608137,0.434645161300961,0.43339616427728,0.437403947603169,0.428809384286759
1590,0.435497241214865,0.432883973822705,0.431683061666917,0.434385220213865,0.435811834355406,0.437412161077394,0.434602120250566
1600,0.43308645284964,0.439600568118189,0.433721673682339,0.439551625700849,0.430583314840584,0.435059893489879,0.430041726042729
1610,0.441714021009235,0.434021018627684,0.435487668464051,0.437690911195051,0.431834076034429,0.441842358321665,0.434935436321708
1620,0.429525245698105,0.437378496497754,0.433386147705958,0.44044463209045,0.443655156538011,0.431014795579515,0.428189263834492
1630,0.430123496944103,0.431360005401249,0.437795286631091,0.438073621658284,0.43395114330819,0.436326779718479,0.428667487186925
1640,0.432660871707811,0.43100386740446,0.431162900759595,0.433045660581544,0.434683227705413,0.442779382161674,0.434569675555322
1650,0.430360532207396,0.431376097795986,0.430918839394595,0.428916400111382,0.434768502503229,0.437981810508495,0.430423560006304
1660,0.43728297009335,0.432732790418034,0.432204410131917,0.434138092549591,0.437737381809949,0.432730876122324,0.432462987689686
1670,0.434203817615461,0.426233973254301,0.431697017848631,0.427897018092393,0.435548106251375,0.433825487453846,0.436964715618819
1680,0.438220251314292,0.4322141538754,0.430974473782576,0.435728026593008,0.433349121441568,0.430496334792196,0.445524804048553
1690,0.433313778962375,0.43638880382873,0.42711338390026,0.434718851244163,0.426267002459592,0.434880326758116,0.430489900192284
1700,0.430352724566825,0.439915238630369,0.433367449245021,0.426721491191998,0.435916666931112,0.433871493205958,0.432496111584116
1710,0.433485488586883,0.434945806650702,0.429517121701602,0.429849246766353,0.435207028158732,0.43519531488819,0.439554893515223
1720,0.439449948194767,0.43510705647534,0.430013105761917,0.426665029931898,0.436355956117016,0.433846543490802,0.442378075923162
1730,0.438349469049409,0.434155952049716,0.438723084689399,0.431188708144419,0.443414886895401,0.437323517739165,0.440136106886808
1740,0.431124541116148,0.436820252124004,0.438335156868302,0.431902064017124,0.43527769021208,0.440121541168539,0.425248803455037
1750,0.433320682733124,0.437395368530246,0.440748772767251,0.431059927866043,0.433812821792773,0.440298808160967,0.433243803116129
1760,0.432742136107596,0.430308172126787,0.430297675805028,0.43249811027125,0.430427210285791,0.433086245454921,0.429907971820417
1770,0.430099521303787,0.439012054552685,0.431004064880097,0.437485804891967,0.433110847470133,0.426324895087736,0.435775295143501
1780,0.430497641713672,0.439587438292282,0.435692205011201,0.427515264818828,0.436362921575693,0.428058197752902,0.430172217511238
1790,0.432137954987039,0.436816730606465,0.430131807010866,0.432969453119032,0.433713820197014,0.434992647220273,0.432426434648554
1800,0.427371753006616,0.431977482683052,0.444668938985048,0.442370552576391,0.431471313495359,0.434036984662489,0.433076674332972
1810,0.434172680322628,0.426113055902756,0.433621869492583,0.428646759871612,0.437126594982845,0.43663868290364,0.436993146684774
1820,0.428006945172541,0.434340498030738,0.429126487919389,0.430973158574583,0.433358817142839,0.433720706293648,0.431789222090434
1830,0.432998860907347,0.432044357621089,0.429497689379931,0.431590317555635,0.432810021404084,0.429609358067316,0.427553829153943
1840,0.441459522136658,0.431387407680946,0.429202894921303,0.436786512239666,0.424131053660423,0.443068991357705,0.438219398102592
1850,0.435396567306885,0.430142708734055,0.434541211734711,0.436557137920013,0.435393780305606,0.433584775563159,0.430230152781579
1860,0.429588054055796,0.438969161123857,0.436063674468151,0.428851730362147,0.428085457439257,0.436002711250828,0.43735475232334
1870,0.429884772970228,0.437611608009329,0.435342400032757,0.438205442648273,0.437862286927716,0.437389312154878,0.442585513687954
1880,0.434878786981646,0.43088349732128,0.436739174896222,0.439140987101458,0.430732450917549,0.433389114695529,0.438618188469598
1890,0.437418863590581,0.427573185536404,0.439540535259958,0.430980656588409,0.437872817199651,0.43521992693786,0.436735899412598
1900,0.433452370130389,0.438746797427744,0.434413968808189,0.435266671821921,0.427157687037462,0.434018248537406,0.432126871507285
1910,0.435295716390141,0.430320095780525,0.436094240465685,0.43916143549739,0.428039536873948,0.440892415629685,0.425684531660898
1920,0.437608560269469,0.436643612297025,0.43357773088512,0.431021073274714,0.443949449116021,0.429026294748546,0.437489621989502
1930,0.442395891216842,0.440245613843177,0.432798258796149,0.437434845251256,0.439649097741922,0.440481851699905,0.434897954385046
1940,0.432844704395806,0.429384399846126,0.436884843997413,0.439987643540567,0.42958036813461,0.433178012230339,0.427789854465243
1950,0.436850049216677,0.437379568122165,0.428245785525789,0.432643206612471,0.439996252014622,0.431149258505165,0.430076783606303
1960,0.43671310581732,0.428653871479148,0.441471990331217,0.432171009254424,0.445010689489388,0.441116662269982,0.437445967543281
1970,0.440495820455065,0.433577592650986,0.437413218228123,0.436410699372762,0.440695920644421,0.434433002873288,0.440953506536482
1980,0.433037746767822,0.432977892483478,0.425347997282971,0.438882254772615,0.432623459911507,0.437979124447645,0.426998948184351
1990,0.4311101403296,0.42772853513565,0.440400040308269,0.435826182576249,0.435004997773475,0.430013985046898,0.437814640555903
2000,0.423280807327178,0.433949948946886,0.435251128178141,0.436383530287306,0.439789520929266,0.433520290362246,0.431527687619672
2010,0.439186977204568,0.430093945785191,0.435507867489652,0.433082541481532,0.432146177223567,0.432186002539264,0.433031897499346
2020,0.433315761244796,0.437100840088366,0.441506318785632,0.426497375300458,0.434482375825341,0.434036017713762,0.436785145197546
2030,0.439060222851464,0.438222364581287,0.42746143991536,0.433519871209687,0.432476274721142,0.443741960127773,0.442208486434174
2040,0.43099171662175,0.422414548112991,0.429455825220937,0.439954128042896,0.428839169629849,0.433460403791011,0.432645522439234
2050,0.435218311645799,0.433321858319712,0.430347598736317,0.434077975637543,0.436361896798911,0.437810794057167,0.436604588138026
2060,0.431091778022627,0.433886298001643,0.433084845582992,0.430458937208306,0.426454572980672,0.43794951091815,0.435348476917977
2070,0.433608947081816,0.433630159590905,0.437835368084948,0.435705949107413,0.429927903848538,0.427731056207091,0.437161452500471
2080,0.432296401618728,0.431078573020049,0.434892773026773,0.431634666287603,0.439401027751011,0.437923189565897,0.432527194987416
2090,0.436863138298154,0.43030117121194,0.432816142456112,0.441946291446559,0.433061715428821,0.442062228604648,0.433879705855803
2100,0.436114410304233,0.435995457800706,0.432385619580048,0.438668512974801,0.432556109067381,0.440156303262411,0.434844750802127
2110,0.434486307274364,0.43934544864952,0.433013685732408,0.433745679813695,0.432799824775316,0.429435391297559,0.432116255967713
2120,0.432645117561543,0.43568894457639,0.427713157973241,0.437651280347112,0.430869044806646,0.430441922356095,0.433895921209019
2130,0.440305735015994,0.428373096883843,0.431261669498255,0.429961321000925,0.428826508366425,0.432914712350071,0.433886193438635
2140,0.438376804353328,0.434739837306075,0.432879191422702,0.431150098176373,0.433609961031886,0.437793544612265,0.432667950819697
2150,0.434700333027801,0.435389200008832,0.434742932437205,0.431971680734008,0.436374950113349,0.430995769456204,0.432615302540358
2160,0.427936104044185,0.432710819635883,0.432523106356839,0.43813515959313,0.439503764036684,0.432777698571835,0.426778552042789
2170,0.43717947148231,0.438083670165472,0.434047300412264,0.433338698853919,0.433930065737388,0.431921781255699,0.434975931371217
2180,0.433036250080331,0.432825587733973,0.429510945862841,0.435669819036524,0.431422091037882,0.432939151199104,0.434735491433
2190,0.436809124742016,0.437718549094802,0.434813498863449,0.436661168184201,0.439668588731193,0.433727008713687,0.428080579220929
2200,0.442058556036476,0.438958162611514,0.429120357372051,0.433433497870463,0.432180153507269,0.434957073036152,0.434094292693765
2210,0.433196016247363,0.427373705115053,0.440214042893115,0.434060705644547,0.432994863646902,0.444447283650113,0.437075371643109
2220,0.434008857550029,0.440473087028972,0.426464571973574,0.435220601273775,0.434716137056369,0.436913061398381,0.438012093308674
2230,0.427998336663603,0.436319671632033,0.434620407481656,0.435430996514622,0.425728047907779,0.432575720533041,0.432201988203621
2240,0.438369666023081,0.432002954594122,0.437387999875645,0.432599398958849,0.434318421868996,0.434123930877449,0.432323709934641
2250,0.4320501369725,0.436042099195538,0.433967184220788,0.438672966458842,0.425231804444507,0.431613056586356,0.435881395147676
2260,0.428570606257774,0.433067669665558,0.431281398517885,0.437777310533174,0.430929094487435,0.432179974397896,0.435148015907291
2270,0.434383654346819,0.437011155322791,0.442516282513166,0.43321577648586,0.433807745898592,0.437855213158225,0.439329653160352
2280,0.432506035757082,0.437205927780175,0.425663767909599,0.436074910452768,0.429902298783328,0.440552962958887,0.433078931832817
2290,0.436686394563486,0.436180033211095,0.432138503999505,0.42703326670016,0.433963071278838,0.441595656566984,0.436725840563361
2300,0.430661042899077,0.432068370128427,0.431957686540571,0.431988835961036,0.438195681538489,0.43940906091837,0.429206880157841
2310,0.436653563071888,0.437502109078215,0.440369249776423,0.43418296941787,0.428293603660706,0.434837065960132,0.437142950570355
2320,0.434056714636708,0.435521791413801,0.431510762187525,0.432959977229916,0.436585473327494,0.434675059616826,0.43285760240786
2330,0.435482993222701,0.431538605635298,0.434792274051442,0.440356812144545,0.439303047926361,0.436660849747152,0.433397426404197
2340,0.42801970403276,0.439624360610041,0.440578402488488,0.434476365054288,0.439592219985616,0.434748874007092,0.432889333837331
2350,0.434312428212588,0.428742436707513,0.429650940838455,0.438401325147481,0.431942606611921,0.432961230756527,0.436868659160214
