Lkm,Dnu1G,Dnu100M,Dnu10M,Dnu1M,Dnu100k,Dnu10k,Dnu1k
2360,0.433868028820216,0.430739723498937,0.435419033224335,0.435518843418024,0.431868244992153,0.441234778772645,0.441047544824806
2370,0.432727601844534,0.438226095555147,0.429100195489375,0.433182895539287,0.433640812579207,0.433671137144583,0.433599896279545
2380,0.435287841849616,0.43450619246457,0.43297373047181,0.438092943295151,0.436958508228494,0.43785494801999,0.439179311020238
2390,0.434621683772832,0.436661573043348,0.430991610193929,0.437869616517467,0.436223549626754,0.440136983595509,0.441465358962691
2400,0.435317283622893,0.429976128758225,0.435009605984295,0.432047523799186,0.436947587678463,0.447259830039972,0.432671571445622
2410,0.433281088933024,0.438718249342305,0.443862231241989,0.43427218807881,0.436051852801534,0.432636297634232,0.436208407122577
2420,0.429846739249031,0.428158692272794,0.431390785923512,0.437021264473114,0.435888763218811,0.436951328415343,0.436083406681587
2430,0.431918616229419,0.44124032268557,0.436442182197804,0.439889163488124,0.43788849464023,0.432587647795569,0.432049353625238
2440,0.437609038824352,0.447691456861413,0.429452263499899,0.429131666464389,0.430355460674933,0.427178347927861,0.434511352302642
2450,0.437464066899705,0.433630269893541,0.429534042447337,0.430643788705045,0.430667996574197,0.433083714675305,0.437487645376514
2460,0.433415471850051,0.433892248713368,0.431365173208094,0.430747046762588,0.429033088550067,0.431509906287024,0.432554660246355
2470,0.442218543835984,0.434895099317027,0.435603334459833,0.435607610587136,0.438771572551684,0.428024116715277,0.434793747800561
2480,0.440317378767148,0.437954075957105,0.438878389673745,0.439798558111686,0.438123568761688,0.432918509223445,0.436488688768915
2490,0.436697641814023,0.438579601583198,0.433293459341006,0.435290861413772,0.432864073380777,0.432737610476812,0.431412279279428
2500,0.441231587379344,0.431470657453908,0.437212512170428,0.442580263634307,0.435221790903548,0.430486604026378,0.437215462754824
2510,0.432919176374207,0.431301528714914,0.441822515810084,0.429994911826734,0.433522598888198,0.433534998604822,0.430714169911194
2520,0.441084539768037,0.437595856207689,0.435568025700011,0.439203535806615,0.435166428198857,0.436565462772071,0.439571493790082
2530,0.426888190254396,0.436259408404592,0.426946903942008,0.437756283044222,0.438135246782009,0.431781832792659,0.432931253134281
2540,0.432754015211102,0.441868200463932,0.435318304539808,0.436099077106087,0.436995610530818,0.434927112159144,0.434111286376898
2550,0.426490988504697,0.43346414977378,0.431432750927125,0.435583541340817,0.436765381663089,0.439377531905156,0.433095720778005
2560,0.426807791008728,0.430897814269933,0.430825520947296,0.436645222254225,0.422597837644669,0.434383983872652,0.435918517067693
2570,0.438102889877194,0.432022063649693,0.431992525302557,0.433635228002991,0.433549473709314,0.43218273835625,0.435121228180505
2580,0.435373862432686,0.432839074951332,0.439356413736534,0.434717486056482,0.436532094077664,0.440422631815627,0.436795182316427
2590,0.436511990863914,0.435970639562104,0.439423171938513,0.431230451202865,0.43772944993793,0.430485748220122,0.428474031722469
2600,0.432115556487914,0.431488451814198,0.430319935607765,0.429417134190058,0.436834277143159,0.436960625829796,0.441013959240514
2610,0.434915354867398,0.43274839125569,0.435577940590247,0.435215151119096,0.436230337452468,0.43594505909422,0.432324930691539
2620,0.433240895076727,0.435678510176263,0.433372301126504,0.436185264726366,0.428967613328904,0.43566348249587,0.434418000272261
2630,0.424216405388587,0.435944158473309,0.434497731527164,0.442678914877303,0.437242206509416,0.439732932805117,0.441817436594228
2640,0.435198662453146,0.436680098709522,0.439393814227793,0.430947100433329,0.438960018773717,0.433977772004186,0.435003483117459
2650,0.431738108931805,0.435859565770812,0.441612483571228,0.438366906556768,0.434033691587618,0.444064875238469,0.434667964593852
2660,0.427773400022005,0.432630230183716,0.43716658926222,0.437271552813482,0.425550316272618,0.42797611963951,0.436559470389649
2670,0.434356501141554,0.436973991495124,0.436249827165492,0.438838069665998,0.438331956267727,0.434119662607641,0.429718555322351
2680,0.436532069443168,0.439090610216593,0.433251693078114,0.440303980720245,0.435058241559654,0.434858976745928,0.431890773832175
2690,0.440390804001245,0.442972749543001,0.435607025947995,0.434350669649021,0.434392692210612,0.436530112662476,0.438192562101264
2700,0.434148018815364,0.436104036606327,0.433893841314762,0.427410709807794,0.437979646923721,0.429474689453753,0.43366554447372
2710,0.438279755459718,0.433332027844603,0.431959491480469,0.432065034637351,0.431206548428516,0.437487216716212,0.441431049314501
2720,0.434496368777895,0.434944960411944,0.439021361379105,0.430078314213399,0.436823721195856,0.439455028546351,0.4352966955737
2730,0.437944450181692,0.437894653495747,0.439904004539185,0.433754495411579,0.439920221510521,0.433551038204418,0.435905514505342
2740,0.431458278311731,0.434396259071156,0.434961555644071,0.438077091773426,0.438385135694783,0.434552131818975,0.434527367913344
2750,0.428799453396556,0.435581963164513,0.432912377826797,0.437459522889725,0.426854866609883,0.436946708312273,0.433743488214707
2760,0.438105969547082,0.428820391264288,0.438895156861665,0.433978376825151,0.43157062604152,0.433432592047384,0.439066516918926
2770,0.432320917713839,0.439802471007148,0.42714805218346,0.434758639015552,0.437989243042146,0.432890727384497,0.432849511508013
2780,0.433075604004857,0.431425804338631,0.435352485007482,0.427256503066117,0.425219566460166,0.429133504570831,0.432721404578665
2790,0.434917597426342,0.432579198710188,0.437622595925485,0.433831582709176,0.430624755270438,0.428071950549282,0.43191496469114
2800,0.437014211373015,0.432743170320373,0.432509670318082,0.439881042525983,0.432642043426731,0.433796094382723,0.431330784121348
2810,0.435123619956381,0.433287219076309,0.426513459228901,0.43601258733662,0.436826850586892,0.43250700079134,0.431355055417131
2820,0.436181557640203,0.433496816296074,0.437675977459689,0.442287346802874,0.430315651479965,0.44294544945466,0.440514544304559
2830,0.443964415958104,0.435403727017591,0.440235636271921,0.435130514085214,0.434646670365444,0.440834025540751,0.438616516118073
2840,0.433718583823317,0.43303415101038,0.43377487925063,0.443232417517392,0.434941075344021,0.440528491865779,0.437686470544867
2850,0.431331371333086,0.438787742814824,0.436058473164236,0.440840144595151,0.435011902129765,0.430723243785805,0.432585252514578
2860,0.440305657464555,0.437362239304323,0.43168803712195,0.433704068942563,0.437087031234371,0.431033402851987,0.438702212129139
2870,0.43747099032438,0.44202741813471,0.434007970592138,0.431901115819016,0.439023967400661,0.446427972794566,0.427772425833537
2880,0.432988787625808,0.426788731579809,0.439211634563392,0.442440395344815,0.425388193856077,0.436650689823559,0.431973045747083
2890,0.439920837968271,0.437547737870979,0.436173152835131,0.436638645499828,0.432400678043288,0.435590187536907,0.436330803103411
2900,0.434633182415313,0.437489682240439,0.432281040428005,0.440230092996503,0.431240961045977,0.437809789839493,0.430665062458564
2910,0.432255191447128,0.435792388981401,0.434594671890311,0.429703754513047,0.431662566812506,0.439170518799216,0.431190900160603
2920,0.436815801892187,0.437952672905748,0.435843937871204,0.434150604599337,0.432378188006305,0.436139649954666,0.438633149509644
2930,0.435214636280722,0.438234821540149,0.445391129965958,0.436361822906861,0.430164302581561,0.442620596659978,0.437661761436226
2940,0.434329693393424,0.44126371347978,0.424088074258949,0.434174309812725,0.435213304679823,0.430361681363895,0.432194184206587
2950,0.433337039764787,0.434187579308811,0.433165373094734,0.434251344713426,0.436713814666982,0.433916151216186,0.433363303840578
2960,0.432887709418688,0.440842374610351,0.436907316659734,0.437211125040365,0.435843592628793,0.434220447699071,0.427992952346332
2970,0.436314356560691,0.435604688819726,0.435402560727428,0.432468320168713,0.438552278605239,0.431091738721011,0.447935817673975
2980,0.4389886241381,0.440996294269865,0.433107781161809,0.433029620158324,0.434946954694017,0.439879518787215,0.432710249681198
2990,0.434947058856571,0.430574362548779,0.431867385043937,0.43432634197435,0.430615003322119,0.438027564906082,0.433457098269915
3000,0.435682052520782,0.43592406083101,0.431200883157979,0.433782713116584,0.427812238007909,0.436977997367857,0.433643529716434
