Lkm,qpsk,qam16,qam64
275,0.303537594085491,0.174804040250058,0.15679087545165
300,0.319786959989424,0.184302328122585,0.166394417099748
325,0.332002525920108,0.196296233863446,0.175641186266235
350,0.337354113967818,0.203552534352974,0.17348963823273
375,0.34556440027199,0.205299313360286,0.184721306308338
400,0.346276008740849,0.20804363511484,0.185205979746718
425,0.348830499835579,0.209663495332539,0.181267029709925
450,0.350095254177815,0.206399836501856,0.192204841130754
475,0.356119345953726,0.214091422192622,0.193009649469353
500,0.364935123171326,0.217175342656707,0.193163361461989
525,0.366946650996259,0.221735471983652,0.190584834702559
550,0.366549835125248,0.220091617113379,0.197506451154984
575,0.373647659687034,0.220973752237281,0.206372484245549
600,0.376947826045619,0.232172220599906,0.200486189971164
625,0.379561411874478,0.230868181421298,0.200782425407855
650,0.380952678763778,0.230356683678493,0.202711155019993
675,0.384434601966888,0.235344118732906,0.205423019332873
700,0.385837226236071,0.228401125210291,0.200941886401357
725,0.391395440343192,0.231047240111036,0.206950920428157
750,0.392101331642864,0.237998412417756,0.204097377464434
775,0.383509346611455,0.230265637399386,0.214113029890813
800,0.391439762701608,0.229151034622448,0.207294587608058
825,0.395413112117076,0.23407154968022,0.211321733639683
850,0.392893059611866,0.246325280529097,0.2163837345213
875,0.392304297429412,0.236227642632033,0.216167006233177
900,0.393514162906094,0.246772087621993,0.214841977216279
925,0.396024402714254,0.239440993720238,0.21618154295712
950,0.401404573457634,0.246155546373786,0.220477857778009
975,0.399214198058212,0.235287849962177,0.219192002760895
1000,0.396287107668946,0.233619224893784,0.21883112114023
1000,0.397458156943366,0.249060675527592,0.210588660949891
1100,0.402122955689707,0.256767072365982,0.21972665549699
1200,0.406506019263443,0.246170090754178,0.22536489400627
1300,0.406690509385397,0.241944461469853,0.222807835009968
1400,0.41471368648644,0.255957059749623,0.221623666098582
1500,0.418853068251388,0.257130862676453,0.228871177599923
1600,0.410041271778113,0.246577682080621,0.225851631711806
1700,0.411612011756808,0.254310618563466,0.226959145959413
1800,0.411848561862445,0.259402677039068,0.223976642520862
1900,0.418203606657442,0.251106045132554,0.235191295548487
2000,0.415739932710595,0.255373704290522,0.233805617263506
2100,0.412541178395217,0.250836273583862,0.230567418343374
2200,0.419776154378086,0.257143408582991,0.226656490097071
2300,0.423310921447644,0.252073809573521,0.232723791084168
2400,0.425157410347522,0.260652172706451,0.226777470499109
2500,0.428199255067471,0.264107432814434,0.226444655878763
2600,0.424215872626555,0.253178746187826,0.232627114448461
2700,0.426257009305136,0.259946083586109,0.224541864214901
2800,0.420544333174854,0.263654373274008,0.232068612438415
2900,0.422392135530276,0.259685761908962,0.231633919354355
3000,0.424853083717498,0.259899653880804,0.235286143641114
3100,0.42221747088067,0.263453567024252,0.231416763459123
3200,0.426925773882299,0.257041592475587,0.230658766484228
3300,0.429711633312063,0.260722053494338,0.234301006980736
3400,0.424402428966451,0.259279900975657,0.233549973122685
3500,0.421861371579758,0.265605578979038,0.224882576386388
3600,0.426158839101722,0.263003572543733,0.229623642966309
3700,0.423213824518353,0.262764930854581,0.234122925938838
3800,0.426725493423717,0.260879318161124,0.242939628666329
3900,0.424999034625074,0.260159357775694,0.23157917696859
4000,0.432638047802578,0.254609815368605,0.237871906734334
4100,0.428739476418116,0.267276478947913,0.227657173606284
4200,0.431222798962259,0.269655033274684,0.230174210520053
4300,0.430876786747598,0.262289324729874,0.235591251312892
4400,0.428632527768747,0.256286961285413,0.231206245789399
4500,0.42985119831487,0.264083707417547,0.236945995116433
4600,0.428913448074424,0.258641442578874,0.238990025778019
4700,0.423758643939718,0.268889724333024,0.239251856240532
4800,0.42922046280169,0.26283521022701,0.227284498833993
4900,0.426232829582185,0.256774678401072,0.235796476465726
5000,0.420303249869972,0.261837808843581,0.235677450467167
5100,0.43014754455785,0.266324219164177,0.239477054874607
5200,0.428638098436585,0.259897713602843,0.226281830320391
5300,0.432855197186121,0.263523431300108,0.232435356364032
5400,0.419829740979492,0.260855170111985,0.237735537855553
5500,0.424260644335391,0.260987929680191,0.240968585838409
5600,0.431078171983047,0.267789000667951,0.234151514618485
5700,0.436313488388572,0.261652783794351,0.23738184160647
5800,0.430354474441368,0.268733826865325,0.234150377073523
5900,0.432409749782882,0.265048004349369,0.239181970362155
6000,0.427531169012991,0.265801629797571,0.23762239529151
6100,0.427407577661415,0.264740326033079,0.246038758662746
6200,0.433020792206158,0.264231530036,0.22761685464304
6300,0.427378876346339,0.266937798516637,0.239912586820362
6400,0.43192964209923,0.261917846971538,0.234312218210812
6500,0.437986657398898,0.272044372706187,0.233687639906121
6600,0.434188475922787,0.263020169082709,0.23305165983801
6700,0.42898902889863,0.264100294167004,0.228533605115597
6800,0.425196157029771,0.262231954712165,0.237728957783327
6900,0.433722170354443,0.264083160072408,0.229588552908392
7000,0.427394682155947,0.259752926760478,0.23806645363631
7100,0.427877062439191,0.259332059321127,0.232299637882843
7200,0.431920542860109,0.264243723655864,0.230850684077676
7300,0.43041329466411,0.269257465040578,0.231148450619118
7400,0.430243590122358,0.260427830298516,0.231449954211671
7500,0.437607747618033,0.271638465478094,0.230173184185509
7600,0.431356089812579,0.256208536054698,0.243951246726896
7700,0.429012774633946,0.268525484850632,0.239740856063905
7800,0.431942451707002,0.260300800599288,0.240527013434283
7900,0.431336726846189,0.26121547320624,0.23578212391874
8000,0.427059432020649,0.266243336118487,0.236179797056338
