Lkm,pd340,pd680,pd1020,pd1360,pd1700,pd3400,pd5100
640,0.420860271500656,0.422647206690462,0.42415350168895,0.421989392136358,0.423366202578401,0.423380098561002,0.425819509248551
650,0.423369422793123,0.421253850872947,0.424604081192947,0.425081312904645,0.422493870660283,0.423412091078124,0.426382881883138
660,0.423140983026931,0.424088640390968,0.423552319425787,0.423174900557698,0.421565916713572,0.425576811125327,0.423743574516311
670,0.423120092266734,0.424033225712525,0.424064110225511,0.422767175865992,0.423277632721096,0.423530171322657,0.424275506328698
680,0.421588001350119,0.423440081963087,0.423196612145682,0.424531608765784,0.424486831196723,0.424063284848993,0.422774733356712
690,0.423776290741885,0.423226962355394,0.422985217586552,0.424684408948859,0.423015058349756,0.424885264627253,0.425332321081669
700,0.423933097020424,0.422202094536676,0.423759945143514,0.420284213184251,0.423985523367877,0.424919710006533,0.425317461147446
710,0.422875167454313,0.422553316672128,0.425340572740161,0.422475784234682,0.426117752042031,0.425119591311807,0.424452481461774
720,0.422855276042603,0.424147636205175,0.423140127860915,0.4226740983314,0.425417345444069,0.425736668625388,0.423535027230785
730,0.424808173952729,0.4248175893612,0.423553896258119,0.424274135963986,0.4246847526474,0.423581140487739,0.426834317536854
740,0.425638180473858,0.423741509578889,0.426702666930166,0.423995239056563,0.425043127096452,0.42557437211541,0.425611337130394
750,0.425231958128791,0.425189023012591,0.423608826805476,0.424814832974365,0.426251322766358,0.424167462842525,0.422355522423937
760,0.424553505425086,0.424480671632192,0.426328066011821,0.425086140125445,0.428110791602814,0.426880817434573,0.425847175528613
770,0.423505778784922,0.421957017372627,0.422364268952689,0.42134395595467,0.426221836986064,0.426905708486877,0.425448547627426
780,0.42558881196923,0.424246004089228,0.424071335195409,0.424771566563287,0.422887953812642,0.425823541613104,0.425480187591199
790,0.42290160515028,0.426897402413272,0.42630317665373,0.425221518597527,0.425387195543801,0.427295535890758,0.424007371618291
800,0.424042505426552,0.422923973712512,0.422290508364752,0.425341553324659,0.424906096110038,0.42663130318635,0.425710374542627
810,0.423377497711963,0.425535114276886,0.424049633017753,0.425002717081257,0.426261999402052,0.423852861959164,0.427215685894955
820,0.426146795542425,0.423824272100175,0.424128341416436,0.424532929882293,0.42741693772945,0.42586083622537,0.426830862972842
830,0.424476871099705,0.426547884295287,0.424713164504717,0.424906678341426,0.424290590066336,0.423827130310379,0.423900775506312
840,0.424690968022312,0.424796309901095,0.423479086277357,0.426141259248526,0.4242428905292,0.427494150090584,0.424212140410891
850,0.424184009770192,0.424916723490588,0.42573152000091,0.426587232073785,0.425079224706003,0.424882664618503,0.427848725720788
860,0.423191604743919,0.425255142514371,0.422493096003724,0.426185194424523,0.424509531067982,0.42550629576042,0.427459097975118
870,0.426881866435896,0.425107566975859,0.423955676550375,0.425970083860764,0.424074303067414,0.424229254384943,0.428111535660638
880,0.424455107968467,0.425207045547954,0.424161252502733,0.426128622136246,0.424571660107171,0.428529769845004,0.425982683493569
890,0.424753603661741,0.423264568638657,0.427600760475875,0.426187726600266,0.424933908892518,0.427402546626066,0.426830666858575
900,0.425776854411821,0.422803291542745,0.424287068849699,0.424357781008428,0.425957102709049,0.426009467407903,0.426236149869341
910,0.424977756975709,0.425146312098686,0.427410655811927,0.425122482219345,0.424246436037392,0.423358183143839,0.425748601164155
920,0.423236333922382,0.424548099923048,0.42658320806687,0.42320239259491,0.422796001301792,0.426367622503782,0.428703497343648
930,0.42473562363226,0.424374251005517,0.425517538116044,0.423618332933575,0.427521888452681,0.425075325063915,0.426795794316294
940,0.425310125512501,0.425986917171738,0.427877342149925,0.425130069768484,0.424705531720841,0.424459358364649,0.428340448234564
950,0.424645786042905,0.425884793257836,0.426417427718755,0.424625327791456,0.424779947879286,0.426274970245964,0.427374711162164
960,0.425927750578062,0.424444174160291,0.424932548176786,0.424043428833012,0.425658467154751,0.425470762089464,0.423965937125835
970,0.425475596094334,0.426614002965082,0.427138498864424,0.426626038429632,0.427520350071543,0.42345041459823,0.428777961895509
980,0.424875914486831,0.426655954327583,0.423371392675339,0.42499102992616,0.424220364326423,0.42617658081706,0.426844724810835
990,0.428605172011053,0.426232238866432,0.423788891892341,0.426234803329391,0.426885620511465,0.427157935684136,0.42412486212863
1000,0.425400667947869,0.424813444430002,0.42678173914137,0.427167088503883,0.42631342373709,0.42584825268196,0.427755031718647
1010,0.425948580563691,0.42598613621629,0.424251769595081,0.426381197898331,0.423418771002199,0.424586214026885,0.425041948542192
1020,0.425284585328939,0.42820438899187,0.427030845041446,0.425328385097972,0.424880332175333,0.425199930416066,0.427544871409447
1030,0.427065342908759,0.426942913100487,0.42553164776752,0.42556354416358,0.42703963876051,0.426045578325427,0.426699328605164
1040,0.425830366156512,0.425859774600932,0.427013694678976,0.423593019686401,0.426690773503373,0.427277854963503,0.425952038485559
1050,0.425288426276688,0.427007353893188,0.426322883280345,0.426879929009046,0.425452050787489,0.427458962872656,0.42745615469159
1060,0.427179250403915,0.425947821760894,0.429266560651258,0.425546113823292,0.427426154291407,0.424644209686978,0.426183436202303
1070,0.427438937765933,0.425568642540331,0.424592564219447,0.425413509247301,0.426029950636844,0.426682829207742,0.42796491422201
1080,0.426059262031279,0.424776714086724,0.424847503250787,0.425968440171261,0.423984002699678,0.42782396919919,0.425197126814852
1090,0.425781917855927,0.42749170367625,0.427750041563215,0.424992795869785,0.424663908392404,0.427427316140062,0.424653761543618
1100,0.427195309048873,0.428089528259005,0.428036596891525,0.427070900501235,0.427347647824536,0.426699617072448,0.424935515818776
1110,0.425044024605676,0.426358383196799,0.426889181572495,0.424295865189138,0.427490322926143,0.428024820395543,0.425652145730184
1120,0.427835702867597,0.425441541403351,0.426296881892203,0.426277109816816,0.427070791228407,0.426868795132212,0.424368541086605
1130,0.425637265925327,0.425296968219554,0.428915616231855,0.426980802944543,0.426698522768256,0.426530490178096,0.426422168992691
1140,0.424169444755628,0.424016848095586,0.424221632911244,0.428294997287696,0.427010026304159,0.426226245282941,0.427635772616227
1150,0.425997548469857,0.426436145226826,0.427446007086076,0.429452934051283,0.427564484955611,0.430447174241981,0.429643456571485
1160,0.428061383759989,0.42712903487326,0.428575779336009,0.425662172980795,0.427827037449491,0.426633649248013,0.426995381505145
1170,0.425449330846017,0.425498727010222,0.427555049656972,0.426109834433163,0.424617462740094,0.427940167292921,0.427833692906071
1180,0.425237074326373,0.427238701899493,0.427122654736612,0.427460673974336,0.426802285532145,0.427590279107483,0.42365741035522
1190,0.426923028830849,0.424676491918349,0.425609126269292,0.426150018771807,0.426949609569258,0.426598130596396,0.427618925782851
1200,0.426586766028853,0.424781880770274,0.427590002205143,0.427738263892048,0.42551471020423,0.424614782540455,0.427971299515293
1210,0.427851656504157,0.42612777107199,0.424750853240878,0.427547213329448,0.425151837884399,0.426184719082089,0.4271663632689
1220,0.428278171967938,0.426995639681857,0.424245731944137,0.430032298192933,0.426888958804139,0.422952003687171,0.426437653930846
1230,0.427756919117745,0.428259659194591,0.427192171502994,0.426605300996216,0.428304058307013,0.427616286925125,0.426036234411622
1240,0.429339011789401,0.426550304557432,0.424153794870686,0.426329054977329,0.425920373878537,0.428296655707057,0.426895071194897
1250,0.425996414584693,0.422980302369695,0.427996971675601,0.423201430505094,0.425554630199772,0.426008932884631,0.427728712954825
1260,0.427154922042637,0.426105347277953,0.427026876680617,0.425851098605234,0.423711281265112,0.427449975926083,0.425494484550913
1270,0.425041248697945,0.427747218675746,0.426063287774367,0.42641942099009,0.426141036414491,0.427353429682437,0.428825601380206
1280,0.42549528613941,0.427620515295826,0.425393173075263,0.428372408734224,0.426471583239425,0.427797479753848,0.428334967410569
1290,0.425167954445127,0.427541164685219,0.425569271143666,0.426968969399593,0.423729090189022,0.426593756314406,0.424784396195046
1300,0.428630453412366,0.42343332173377,0.425679089696061,0.426456891280944,0.425469907568996,0.426014226735794,0.426771497632306
1310,0.428065175296195,0.426323583980463,0.424402751251838,0.428223955836057,0.428435374894423,0.426195341016358,0.428117857637076
1320,0.424894878512827,0.42631708561222,0.425129326706156,0.427657872256171,0.428365333495951,0.426891735954043,0.428636491064613
1330,0.426026913781581,0.424623937358558,0.425929691975911,0.42780363195775,0.427262667830732,0.427613776458605,0.428292880978881
1340,0.425989290771372,0.425714944824947,0.426355441612151,0.425927220150179,0.427126446010939,0.426862860898539,0.426261575437694
1350,0.425344985356839,0.426860674025149,0.425164044604292,0.424981547210237,0.426123292392416,0.426537446399587,0.426664776501181
1360,0.426000495371565,0.427165628159305,0.425982213083327,0.425527932320179,0.425085798677203,0.425190799660914,0.428458842528409
1370,0.427987248041985,0.428695159985014,0.426516083633283,0.426253395591974,0.425411369757086,0.427941247591643,0.428279170314869
1380,0.426889852784261,0.428154597380679,0.429221466707021,0.42834468371922,0.424608960292075,0.424257729917364,0.428545963659035
1390,0.428855613366133,0.425103408932216,0.425593278592281,0.425400100509751,0.426625950224121,0.427030269054636,0.426985503248515
1400,0.429498523878056,0.426643501054419,0.426666617410509,0.424925933813067,0.429073597465534,0.427961587248159,0.424469374754008
1410,0.426863066205396,0.42682070294869,0.426218237164858,0.426745142490261,0.427297632708276,0.427969628684039,0.426301998727051
1420,0.429425076389415,0.42792372323171,0.427265390913818,0.428652446187849,0.427776043445557,0.425503737180269,0.427572962464382
1430,0.426156361731429,0.427743528515007,0.427343359313369,0.425620269161668,0.425607231588614,0.4267595938746,0.429797419725074
1440,0.427292628170715,0.424382992309925,0.428663892603299,0.42912786553668,0.425002711036429,0.427588845969987,0.428024979484714
1450,0.428486152027401,0.427503474764089,0.427322642839638,0.426745170691841,0.424233966948441,0.426291649846502,0.426022992425049
1460,0.428332971284537,0.426862654425149,0.425856142903916,0.42792350767831,0.426590329399872,0.427716462941687,0.431884433134352
1470,0.426196744947444,0.427166230589691,0.42772040646783,0.425750066557199,0.427000015061662,0.42797761978114,0.429601247294566
1480,0.427766459613266,0.425892386733798,0.42797363148907,0.428221595764998,0.427009344956014,0.425323563805562,0.426825048694862
1490,0.426043627635895,0.427581868191343,0.427287640974913,0.428237793537698,0.426403953281538,0.424807316562789,0.425345946308229
1500,0.42768108320278,0.426429633067438,0.427545221807724,0.425203998479475,0.426541121280098,0.427124143671602,0.431866897454167
1510,0.428273337993768,0.425151235817788,0.429488500043532,0.424808261551802,0.426712671751112,0.429907385492007,0.427297848057837
1520,0.428557793932264,0.427531050146976,0.42879884279296,0.427256458036587,0.426882199074031,0.425576011195542,0.427355107934702
1530,0.426979886356164,0.426620353603007,0.427879707780609,0.428923310048822,0.428181478970739,0.424749523294074,0.428413429140544
1540,0.428864811326556,0.429361720743663,0.427852066424092,0.42711388117725,0.426210752394865,0.426315273627906,0.428525439608081
1550,0.42639420097949,0.42909683295495,0.428148524038791,0.426797646668203,0.424141049106107,0.428769999754233,0.426435187854129
1560,0.427870576851238,0.426726707202219,0.426713976631573,0.428241765692327,0.42654959443616,0.426601822229349,0.428553140537081
1570,0.425511790034057,0.428076202848344,0.426968013943077,0.430683736323134,0.427969296471986,0.427083549571541,0.42890358761423
1580,0.427038155977303,0.428492188784813,0.428833249915289,0.427298558005834,0.429244271630575,0.425487185297344,0.427700891248987
1590,0.427491170790606,0.426858336956471,0.425597144417525,0.427087186950561,0.428278638953678,0.424685554441611,0.42653603129432
1600,0.426034459955085,0.428055376855637,0.424019842175879,0.428428067629577,0.427292130788904,0.426455505894353,0.428999204992454
1610,0.427913437193703,0.426856835353901,0.427773054438474,0.426825942964489,0.426315688444524,0.429388502137994,0.428751863771171
1620,0.4285181190393,0.427387745671031,0.427655343689279,0.4283984411011,0.429550943491688,0.430056100127594,0.425449208152648
1630,0.427358160617452,0.428009862073117,0.427292269663778,0.428588816122091,0.427144043789395,0.429869438108721,0.4283024002726
1640,0.429190194762136,0.427011016288455,0.428783647187336,0.425950587571877,0.42666291659993,0.429654886148786,0.427430625357504
1650,0.425977833880309,0.430016134131715,0.428570708955722,0.427758495123515,0.426679671083553,0.428107763894232,0.427817437540319
1660,0.428232563991584,0.428446219769796,0.428924935664304,0.427868674070071,0.427573512342223,0.427673652257293,0.427937361310824
1670,0.426503051526252,0.427597037654163,0.430917184359406,0.426492125246615,0.430733902266049,0.427627950072728,0.427938683687399
1680,0.429601460197279,0.426407412630348,0.4273737685209,0.426430642034721,0.427256119498285,0.427346435710219,0.426817426076875
1690,0.427483951900126,0.425646548407344,0.427118966308935,0.427650000951455,0.4259838581786,0.429809867390051,0.429118221980647
1700,0.428419714825125,0.428131625062726,0.42685499962299,0.426410968605536,0.428656833036807,0.428556196412674,0.426276088438566
1710,0.426662641741436,0.426269555763355,0.425661956276714,0.425515289716655,0.427216696718682,0.428412880562409,0.427435245364801
1720,0.428291303650195,0.429222878688884,0.429502477133284,0.42430688789794,0.42870557782472,0.428201911183294,0.428419278553181
1730,0.42870858901185,0.428197514563313,0.427565431688162,0.427683418916913,0.428284007147216,0.428674415445979,0.429640043831432
1740,0.426477030327893,0.426795910627797,0.427363217550231,0.427989662853894,0.425600296701308,0.429740658385465,0.425812629441105
1750,0.42895197153682,0.427228313108457,0.429126791342484,0.427980404268229,0.427708854301174,0.427921742235993,0.426811796287656
1760,0.428563083911072,0.429863261027571,0.425457263108127,0.42828606767356,0.427511501335673,0.426064335982183,0.429749790019704
1770,0.427507572573823,0.426213764047807,0.426266721595617,0.427069535199103,0.428331352263853,0.427110234751367,0.426065506926694
1780,0.427971358868915,0.428092804400306,0.42727584104446,0.428578318486118,0.429064690860083,0.429105162427371,0.426385633290333
1790,0.425726060688086,0.429629770361853,0.426258890478674,0.426580274437614,0.428388449071207,0.42615575713751,0.427227012790346
1800,0.426773393784826,0.430580576851788,0.427136517841972,0.426658175626864,0.42876901559986,0.427602975663115,0.426742661067716
1810,0.428111291458987,0.427604052774458,0.429786357284863,0.429537823116427,0.427377569559457,0.428611157349529,0.426790357059365
1820,0.427552541076436,0.427705164684421,0.428152659637461,0.427045834928253,0.430002824426227,0.43024872231307,0.42777300612477
1830,0.427536492658766,0.4275601705409,0.430887732104338,0.427669594196123,0.42733925986579,0.430932392783163,0.428143503737927
1840,0.428047854406858,0.428445169760943,0.427991872938505,0.42762532290193,0.426154778023119,0.427272006537205,0.426901352955058
1850,0.429033324190229,0.42824205671792,0.426837504073023,0.427084895232827,0.427883205560735,0.42738229004438,0.426754723383086
1860,0.426480940451863,0.426711837808414,0.427424078634611,0.427665956197251,0.429476122168457,0.428935840539939,0.427700018539115
1870,0.428858930146705,0.429159426234792,0.426971819562322,0.427350186099454,0.429532802024031,0.429339546465444,0.426938359110272
1880,0.428775343188267,0.428015389607812,0.425979321960415,0.428288639231389,0.427801208980238,0.428648316680319,0.430997053584964
1890,0.426284149328425,0.429137042498178,0.425448295451915,0.426106420652604,0.42599846041126,0.427285455255477,0.431584789990294
1900,0.429217177149041,0.428124480656484,0.427663924588225,0.427241491666473,0.42714086299715,0.429718222212171,0.425886637598633
1910,0.42791631422034,0.427417299640121,0.428133066690217,0.428585443851006,0.427907172448318,0.430492614743972,0.427976430210245
1920,0.426986535564528,0.428042958938568,0.428116874510572,0.426793835938146,0.427663690178076,0.427291539900994,0.429851695535434
1930,0.428219923778391,0.427509144746595,0.429278639063837,0.428191474668442,0.428254305139368,0.425646556291701,0.427325801516497
1940,0.427987016529481,0.428995881969376,0.429466719526692,0.429156213457979,0.428061690881513,0.430153550256794,0.427359273660274
1950,0.428205575180512,0.427227178718749,0.427522063229988,0.429399021206453,0.427686832353116,0.428563553128742,0.426731031580738
1960,0.42791937720629,0.42769210508995,0.429430520007327,0.427816550103732,0.429487940498701,0.428362156903571,0.42637322991227
1970,0.428190677736799,0.427338131481287,0.428920625130198,0.428377054807728,0.425580039428035,0.425580961303301,0.427923053618714
1980,0.429822590778881,0.427435026101219,0.428188309542373,0.425791751396542,0.427615128627534,0.427684744387179,0.42820364934242
1990,0.430660801576894,0.427899114295353,0.427749626597457,0.427504112329202,0.426329580215305,0.427451798299317,0.429038869643624
2000,0.429128437555701,0.428683176938416,0.42695199390687,0.427688122634543,0.427599433993432,0.428455972970241,0.428209629015327
2010,0.42920251824118,0.42578635291004,0.42720256644694,0.428658238282818,0.426527383668844,0.430801064273667,0.428681235432029
2020,0.428938247906983,0.429311703202105,0.430579176742799,0.42556856665937,0.430041589726372,0.430722464029014,0.427667106408408
2030,0.42751638546619,0.428629248589503,0.428987194126238,0.4289300470717,0.427984145965673,0.429278849105443,0.427697198195737
2040,0.426310507087766,0.42457964972528,0.427214633376284,0.427360625143683,0.427579256083202,0.428059214255019,0.428092879890308
2050,0.42729993164693,0.427953309826208,0.426419496808948,0.428011006529336,0.429990382342211,0.430164102619707,0.428129779444617
2060,0.429246996868032,0.428668428831684,0.429405383488229,0.426962110413754,0.426826759219157,0.430403650915929,0.427355094712846
2070,0.428839997138475,0.428593679511502,0.428783597572122,0.427994116064255,0.428474976791294,0.426538948164941,0.431869709420991
2080,0.425803928516204,0.42837120859165,0.428181277611622,0.430878019304677,0.428735301330335,0.429371340489178,0.428210588266976
2090,0.425095370880094,0.429456295832828,0.428661873663371,0.430515915094515,0.430632735898531,0.426796839591675,0.428193895520533
2100,0.427944848285597,0.429344944639824,0.430330373038975,0.429905371973962,0.425567734337465,0.427503044622023,0.429743152597236
2110,0.428077633379145,0.429183842155304,0.42735235105622,0.428662702515843,0.429052395953852,0.429572599976745,0.428327514144369
2120,0.428166512970223,0.427508362142373,0.429820379812484,0.425958736839509,0.428709302639663,0.42629690410889,0.429088340634008
2130,0.428873542638102,0.427627100942039,0.426421422815784,0.427594514059777,0.430281393544156,0.432565217728866,0.429474863520998
2140,0.426933177401985,0.429761756387484,0.428642570468609,0.428640378271555,0.428023759305507,0.428310874566541,0.428352444112454
2150,0.429028634192256,0.426792227791716,0.427794042754711,0.429313663798381,0.428278637391493,0.428683504875065,0.426886414879473
2160,0.428556718327733,0.428302381054016,0.427181314483068,0.428379344455168,0.426552796103365,0.428293773348497,0.429223179852936
2170,0.425380871530893,0.426744832050222,0.427770462305689,0.427547456779726,0.427725265587876,0.428882222408663,0.428733607895332
2180,0.427957014191637,0.428118207770098,0.430773168859691,0.427667681805473,0.426706472216356,0.429075985192588,0.429849900847672
2190,0.42785014917607,0.428063117810024,0.428194383962737,0.427631098755341,0.428120086300768,0.429039737382774,0.425971854236605
2200,0.428747837443647,0.42695531489016,0.427689581730008,0.426506027850212,0.426583462942906,0.430135172407455,0.428505050876649
2210,0.425126011855274,0.428619807016877,0.429083461608147,0.428993623142246,0.427521691919905,0.427155330577948,0.424948056878448
2220,0.430449244394235,0.427421077166994,0.427339638856996,0.427091110867345,0.427310452606317,0.431659089278775,0.428075190567607
2230,0.428513676250691,0.42891839774337,0.428297382494275,0.429017030135452,0.429746558939727,0.427190090628604,0.428268377194414
2240,0.428501873047419,0.427944718063761,0.427841113213397,0.42635941390625,0.42648487702701,0.427218265414282,0.42702313980301
2250,0.429047225843732,0.428735640992533,0.427466981484212,0.427353423189008,0.42961188817005,0.428328071052321,0.431401237547757
2260,0.429562470792624,0.430982002912918,0.427643141441227,0.428515083888139,0.42937472698358,0.428978272781111,0.427113173770215
2270,0.42990527075694,0.428812956348243,0.430398933104552,0.427471031396972,0.42643178646793,0.430142598899858,0.43053304233535
2280,0.429774918314026,0.428384928160164,0.427583096680062,0.427867667194393,0.426837404455499,0.429685967645349,0.429760562362995
2290,0.42775511678838,0.428172189930734,0.42808075954686,0.427092624178452,0.42743014610657,0.426306821763077,0.428154853874786
2300,0.428115469705267,0.427697100357893,0.428240318710439,0.430014604772846,0.427233306780751,0.42878732409694,0.428469011677884
2310,0.426502115963772,0.428465004716811,0.430308937839758,0.426416205113963,0.429381196823983,0.426576235221939,0.428385131181229
2320,0.428432104096532,0.428746986074559,0.425243309042829,0.429927186189223,0.42684228581756,0.429501691814852,0.427307518846959
2330,0.428130870264192,0.429976148754305,0.428942176179745,0.432320893002808,0.427786591617439,0.429532008143529,0.42826955128067
2340,0.428394658492553,0.429983413172998,0.428833352165877,0.429015019182154,0.424938783739315,0.42919752307811,0.430181855068478
2350,0.429239925284105,0.42867524165412,0.429191480111174,0.42708421295964,0.430059431957673,0.428934503086115,0.433743552209319
2360,0.427180825202034,0.427445519751719,0.428654891035521,0.429796482664688,0.429023046936981,0.428750780824021,0.426478988669633
2370,0.431405075784086,0.429719214122069,0.428761784258444,0.428034777933525,0.428098597882173,0.428340199908136,0.42938027222541
